scope_key,region,delay,universe,dataset_id,dataset_name,dataset_category,field_count,coverage,date_coverage,value_score,pyramid_multiplier,date_updated,variant_id,variant_evidence
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,fund_holdings_panel,Global Institutional Fund Holdings,Institutions,30,0.8502,0.8992,5.0,1.2,2026-03-01,fund_holdings_panel__fc30,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,fundamental1,Management and Executive Data,Fundamental,118,0.2522,0.9507,6.0,1.1,2025-10-01,fundamental1__fc118,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,fundamental109,Japanese Corporate Governance Data,Fundamental,34,0.2929,0.609,4.0,1.1,2026-03-01,fundamental109__fc34,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,fundamental17,Direct Fundamental Data,Fundamental,370,0.773,0.9507,1.0,1.1,2025-11-01,fundamental17__fc370,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,fundamental22,Environmental and Social Governance Data,Fundamental,2,0.3665,0.9507,4.0,1.1,2022-07-01,fundamental22__fc2,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,fundamental23,Fundamental Point in Time Data,Fundamental,249,0.5965,1.0,1.0,1.1,2025-11-01,fundamental23__fc249,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,fundamental28,Global Fundamental Data,Fundamental,522,0.5,1.0,1.0,1.1,2022-05-01,fundamental28__fc522,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,fundamental30,Japan fundamental data by sectors,Fundamental,330,0.5,1.0,4.0,1.1,2022-10-01,fundamental30__fc330,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,fundamental31,Additional Factor Model,Fundamental,51,0.5942,1.0,4.0,1.1,2026-04-01,fundamental31__fc51,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,fundamental4,Hong Kong Fundamental Data,Fundamental,1,0.4675,0.9507,2.0,1.1,2022-12-01,fundamental4__fc1,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,fundamental6,Company Fundamental Data for Equity,Fundamental,295,0.5,1.0,1.0,1.1,2022-05-01,fundamental6__fc295,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,fundamental86,Stock Reports Plus,Fundamental,10,0.7055,1.0,3.0,1.1,2025-10-01,fundamental86__fc10,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,global_seasonal_model,Global Seasonal Regime Return Signals,Model,681,0.9991,1.0,6.0,1.3,2026-04-01,global_seasonal_model__fc681,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,imbalance5,Oil Price Resilience Scores,Imbalance,2,0.8698,0.9507,1.0,1.0,2023-11-01,imbalance5__fc2,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,insider_feats,Global Insider Transaction Features,Other,33,0.334,0.9507,7.0,1.5,2026-03-01,insider_feats__fc33,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,institutions6,Institutions and Beneficial Stake Ownership,Institutions,11,0.9991,0.9507,2.0,1.2,2025-10-01,institutions6__fc11,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,intraday_pv_feats,Daily Intraday Price Volume Features,Price Volume,582,0.9704,0.9507,5.0,1.0,2026-03-01,intraday_pv_feats__fc582,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,macro63,Index Reconstitution Data,Macro,1,1.0,0.9507,2.0,1.0,2025-07-01,macro63__fc1,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,ml_factor_proj,Machine Learning Factor Projections,Other,333,1.0,0.9507,6.0,1.5,2026-03-01,ml_factor_proj__fc333,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,mmp_nlp_sentiment,Multilingual NLP News Sentiment Signals,Other,521,0.7742,1.0,7.0,1.5,2026-04-01,mmp_nlp_sentiment__fc521,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model106,Analysts rating model,Model,14,0.3943,0.9507,3.0,1.3,2025-10-01,model106__fc14,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model110,Big data and machine learning based model,Model,8,0.8844,0.9507,1.0,1.3,2022-10-01,model110__fc8,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model135,Alternative technical factor models,Model,137,0.8629,1.0,2.0,1.3,2025-10-01,model135__fc137,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model138,Stock Selection from Accounting-based Factors,Model,120,0.8713,0.9507,2.0,1.3,2022-12-01,model138__fc120,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model140,Sensitivity to the Inflation Change,Model,3,0.8188,0.9507,3.0,1.3,2022-10-01,model140__fc3,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model144,Stock Selection DL model,Model,2,0.8686,0.9507,2.0,1.3,2022-09-01,model144__fc2,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model16,Fundamental Scores,Model,24,0.5669,0.9507,2.0,1.3,2025-11-01,model16__fc24,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model170,Asia Technical and Fundamental ranking model,Model,11,0.9075,0.9252,4.0,1.3,2025-10-01,model170__fc11,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model207,Asian Insider Transaction Data,Model,3,0.2571,1.0,4.0,1.3,2025-10-01,model207__fc3,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model219,Canadian Equity Quantitative Models,Model,506,0.9561,1.0,4.0,1.3,2026-04-01,model219__fc506,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model238,SmartHoldings Model,Model,44,0.9758,0.9507,3.0,1.3,2025-11-01,model238__fc44,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model243,Combined Alpha Model,Model,4,0.9425,1.0,2.0,1.3,2024-12-01,model243__fc4,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model25,Earnings Quality,Model,476,0.7276,1.0,2.0,1.3,2026-04-01,model25__fc476,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model26,Analyst Revisions,Model,635,0.7063,1.0,1.0,1.3,2025-11-01,model26__fc635,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model28,Structural Credit Risk Model,Model,125,0.9368,1.0,2.0,1.3,2026-03-01,model28__fc125,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model29,EBITDA Estimate Model,Model,71,0.6957,1.0,2.0,1.3,2026-03-01,model29__fc71,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model30,EPS Estimate Model,Model,49,0.6547,1.0,2.0,1.3,2025-11-01,model30__fc49,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model307,Global Sales Allocation Model Data,Model,11,0.7235,0.9507,6.0,1.3,2026-03-01,model307__fc11,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model31,Earnings Quality Model,Model,156,0.8382,1.0,2.0,1.3,2025-11-01,model31__fc156,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model313,Intangible Asset Factors,Model,4,0.6995,0.9507,5.0,1.3,2025-07-01,model313__fc4,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model32,Price Momentum Model,Model,36,0.9692,0.9507,2.0,1.3,2025-11-01,model32__fc36,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model33,Revenue Estimate Model,Model,32,0.6945,1.0,2.0,1.3,2025-11-01,model33__fc32,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model36,SmartRatios Model,Model,43,0.9656,1.0,2.0,1.3,2025-11-01,model36__fc43,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model37,Text Mining Data,Model,79,0.8029,0.9507,5.0,1.3,2025-11-01,model37__fc79,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model38,Growth Valuation Model,Model,82,0.7831,0.9507,1.0,1.3,2025-11-01,model38__fc82,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model39,Valuation Momentum Data,Model,24,0.7875,0.9507,1.0,1.3,2025-10-01,model39__fc24,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model50,International Scorings Data,Model,54,0.6521,1.0,5.0,1.3,2025-10-01,model50__fc54,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model53,Creditworthiness Risk Measure Model,Model,52,0.9159,1.0,2.0,1.3,2026-03-01,model53__fc52,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model56,Stock Reports Plus,Fundamental,8,0.5462,1.0,1.0,1.1,2022-01-01,model56__fc8,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,model68,Risk-Alleviated Momentum Scores,Model,4,0.865,0.9507,4.0,1.3,2023-11-01,model68__fc4,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,multi_horizon_alpha,Multi Horizon Alpha Decomposition,Model,108,0.3566,0.9507,8.0,1.3,2026-03-01,multi_horizon_alpha__fc108,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,multi_source_model,Multi-Source Market Return Prediction,Model,60,0.9508,0.626,6.0,1.3,2026-03-01,multi_source_model__fc60,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,multifactor_return_pred,Multi Factor Market Return Predictions,Model,648,0.9471,0.626,6.0,1.3,2026-03-01,multifactor_return_pred__fc648,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,news17,PR Edition Data,News,17,0.4319,1.0,2.0,1.3,2025-11-01,news17__fc17,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,news18,Ravenpack News Data,News,20,0.7629,1.0,1.0,1.3,2026-03-01,news18__fc20,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,news20,Web Sources News Sentiment Data,News,20,0.6634,0.9507,2.0,1.3,2025-11-01,news20__fc20,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,news21,Macro Economic Event Data,News,14,0.6766,0.9507,4.0,1.3,2025-11-01,news21__fc14,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,news23,MnA Deals Data,News,93,0.3422,1.0,4.0,1.3,2025-10-01,news23__fc93,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,news29,Significant Developments Data,News,12,0.5511,1.0,3.0,1.3,2026-03-01,news29__fc12,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,news31,News Analytics on Equities,News,25,0.6469,0.9507,2.0,1.3,2022-07-01,news31__fc25,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,news36,News Analytics Data,News,43,0.6108,1.0,3.0,1.3,2025-11-01,news36__fc43,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,news38,News Analytic Model Data,News,44,0.8561,1.0,2.0,1.3,2025-11-01,news38__fc44,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,news46,Relevant News Analytics Data,News,44,0.6589,0.9507,2.0,1.3,2025-11-01,news46__fc44,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,news48,Global Media News Data,News,22,0.3638,1.0,3.0,1.3,2025-10-01,news48__fc22,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,news50,Web News Analytics Data,News,71,0.772,0.9507,2.0,1.3,2025-11-01,news50__fc71,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,news54,Key Developments Data,News,40,0.7608,1.0,2.0,1.3,2025-10-01,news54__fc40,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,news59,Corporate Events Data,News,2,0.9585,0.9507,2.0,1.3,2022-12-01,news59__fc2,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,news7,Real Time News Feed Data,News,43,0.6701,1.0,1.0,1.3,2025-11-01,news7__fc43,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,news73,Story by Story Sentiment,News,22,0.6448,0.9507,5.0,1.3,2025-10-01,news73__fc22,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,news76,Textual News Feed Data,News,6,0.7504,0.8217,4.0,1.3,2025-10-01,news76__fc6,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,news84,Headline Sentiment Analysis using DNN,News,23,0.4977,0.9507,4.0,1.3,2025-10-01,news84__fc23,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,news85,News Sentiment Analysis using DNN,News,23,0.7534,0.9507,4.0,1.3,2025-10-01,news85__fc23,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,news_sentiment_dl,Deep Learning News Sentiment Signals,Other,22,0.6936,0.9507,7.0,1.5,2026-02-01,news_sentiment_dl__fc22,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,news_sentiment_nlp,News Sentiment Signal Features,Other,23,0.6754,1.0,9.0,1.5,2026-03-01,news_sentiment_nlp__fc23,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ASI_D1_ILLIQUID_MINVOL1M,ASI,1,ILLIQUID_MINVOL1M,news_sentiment_transfer,Transferred News Sentiment Analytics,Sentiment,23,0.9592,0.9507,5.0,1.4,2026-03-01,news_sentiment_transfer__fc23,OFFICIAL_DATASET_FIELDCOUNT_GROUP
