dataset_id,dataset_name,dataset_category,field_count,coverage,date_coverage,value_score,pyramid_multiplier,date_updated,variant_id,variant_path,variant_evidence
cre_exposure_model,Commercial Real Estate Exposure Model,Other,2,0.7939,0.9507,5.0,1.5,2026-03-01,cre_exposure_model__fc2,reports/data_fields/all_scopes/variants/cre_exposure_model__fc2.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
creator_signal_perf,Finance Creator Prediction Performance,Social Media,102,0.6562,0.9507,4.0,1.1,2026-03-01,creator_signal_perf__fc102,reports/data_fields/all_scopes/variants/creator_signal_perf__fc102.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
dl_riskfree_returns,Deep Learning Risk Free Returns,Other,285,0.984,0.9507,5.0,1.5,2026-03-01,dl_riskfree_returns__fc285,reports/data_fields/all_scopes/variants/dl_riskfree_returns__fc285.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
dl_volume_pred,Deep Learning Volume Prediction,Price Volume,8,1.0,0.9507,4.0,1.1,2026-03-01,dl_volume_pred__fc8,reports/data_fields/all_scopes/variants/dl_volume_pred__fc8.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
earnings2,Financial Event Calendar Data,Earnings,12,0.6704,1.0,1.0,1.3,2022-09-01,earnings2__fc12,reports/data_fields/all_scopes/variants/earnings2__fc12.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
earnings27,Earnings Update Emails Data,Earnings,14,0.2734,0.5082,1.0,1.3,2025-07-01,earnings27__fc14,reports/data_fields/all_scopes/variants/earnings27__fc14.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
earnings3,Earnings Date Data,Earnings,5,0.981,0.9507,1.0,1.3,2022-10-01,earnings3__fc5,reports/data_fields/all_scopes/variants/earnings3__fc5.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
earnings4,Effect of earnings announcement model,Earnings,375,0.9692,0.9507,1.0,1.3,2026-03-01,earnings4__fc375,reports/data_fields/all_scopes/variants/earnings4__fc375.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
earnings5,Earnings Date Breaks,Earnings,5,0.9396,0.9507,1.0,1.3,2026-04-01,earnings5__fc5,reports/data_fields/all_scopes/variants/earnings5__fc5.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
earnings6,International Findings Data,Earnings,52,0.9853,0.6629,1.0,1.3,2025-11-01,earnings6__fc52,reports/data_fields/all_scopes/variants/earnings6__fc52.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
earnings7,Horizon Earnings and Calendar North America,Earnings,40,0.6479,0.9507,1.0,1.3,2025-12-01,earnings7__fc40,reports/data_fields/all_scopes/variants/earnings7__fc40.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
earnings_chart_dl,Deep Learning Earnings Chart Predictions,Earnings,100,0.991,0.9507,3.0,1.3,2026-03-01,earnings_chart_dl__fc100,reports/data_fields/all_scopes/variants/earnings_chart_dl__fc100.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
earnings_risk,Earnings Event Risk Model,Other,9,0.301,0.9507,7.0,1.5,2026-03-01,earnings_risk__fc9,reports/data_fields/all_scopes/variants/earnings_risk__fc9.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
earnings_sent_matrix,Global Earnings Call Sentiment Matrix,Earnings,7,0.7,1.0,2.0,1.3,2026-03-01,earnings_sent_matrix__fc7,reports/data_fields/all_scopes/variants/earnings_sent_matrix__fc7.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
earningscall_embed,Earnings Call Text Embedding Analytics,Other,515,0.7596,1.0,7.0,1.5,2026-03-01,earningscall_embed__fc515,reports/data_fields/all_scopes/variants/earningscall_embed__fc515.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
earningscall_sentiment,Multi Aspect Earnings Call Sentiment,Other,226,0.8482,0.9507,4.0,1.5,2025-12-01,earningscall_sentiment__fc226,reports/data_fields/all_scopes/variants/earningscall_sentiment__fc226.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
equity_forum_data,International Equity Forum Activity,Other,8,0.4383,0.9507,7.0,1.5,2026-03-01,equity_forum_data__fc8,reports/data_fields/all_scopes/variants/equity_forum_data__fc8.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
equity_kpi_forecast,US Equity KPI Forecasts,Other,22,0.3717,0.8007,5.0,1.5,2026-03-01,equity_kpi_forecast__fc22,reports/data_fields/all_scopes/variants/equity_kpi_forecast__fc22.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
event_relation,Text-Based Event Relationship Analysis,Other,9,0.7325,0.9507,7.0,1.5,2026-04-01,event_relation__fc9,reports/data_fields/all_scopes/variants/event_relation__fc9.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
event_return_model,Deep Learning Event Return Prediction,News,59,0.999,0.9507,4.0,1.2,2026-03-01,event_return_model__fc59,reports/data_fields/all_scopes/variants/event_return_model__fc59.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
event_sentiment_signals,Corporate Event Sentiment Signals,Other,26,0.719,0.9507,7.0,1.5,2026-03-01,event_sentiment_signals__fc26,reports/data_fields/all_scopes/variants/event_sentiment_signals__fc26.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
event_stock_model,Corporate Event Driven Stock Model,Model,6,0.8485,0.9507,6.0,1.4,2026-03-01,event_stock_model__fc6,reports/data_fields/all_scopes/variants/event_stock_model__fc6.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
expected_move,Equity Expected Move Metrics,Model,110,0.8396,0.9507,6.0,1.4,2026-03-01,expected_move__fc110,reports/data_fields/all_scopes/variants/expected_move__fc110.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
filing_sentiment,Regulatory Filing Sentiment Analytics,Other,21,0.5396,0.9507,6.0,1.5,2026-03-01,filing_sentiment__fc21,reports/data_fields/all_scopes/variants/filing_sentiment__fc21.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
finnews_nlp_scores,Transformer Based Financial News Scores,Other,105,1.0,0.9001,7.0,1.5,2026-03-01,finnews_nlp_scores__fc105,reports/data_fields/all_scopes/variants/finnews_nlp_scores__fc105.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
forum_sentiment,Global Stock Forum Sentiment Signals,Other,13,1.0,0.9507,7.0,1.5,2026-04-01,forum_sentiment__fc13,reports/data_fields/all_scopes/variants/forum_sentiment__fc13.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
forward_beta_risk,Forward Beta Risk Prediction Model,Model,42,0.8121,1.0,6.0,1.4,2026-03-01,forward_beta_risk__fc42,reports/data_fields/all_scopes/variants/forward_beta_risk__fc42.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fund_holdings_panel,Global Institutional Fund Holdings,Institutions,30,0.996,0.8992,4.0,1.0,2026-03-01,fund_holdings_panel__fc30,reports/data_fields/all_scopes/variants/fund_holdings_panel__fc30.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental1,Management and Executive Data,Fundamental,205,0.4117,1.0,5.0,1.1,2026-03-01,fundamental1__fc205,reports/data_fields/all_scopes/variants/fundamental1__fc205.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental110,Press Release Data,Fundamental,26,0.8214,1.0,2.0,1.1,2025-12-01,fundamental110__fc26,reports/data_fields/all_scopes/variants/fundamental110__fc26.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental13,Comprehensive Fundamentals Dataset,Fundamental,87,0.7575,1.0,1.0,1.1,2022-05-01,fundamental13__fc87,reports/data_fields/all_scopes/variants/fundamental13__fc87.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental14,Audit Analytics Directors Data,Fundamental,248,0.886,0.9507,2.0,1.1,2026-03-01,fundamental14__fc248,reports/data_fields/all_scopes/variants/fundamental14__fc248.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental17,Direct Fundamental Data,Fundamental,402,0.8346,1.0,1.0,1.1,2025-11-01,fundamental17__fc402,reports/data_fields/all_scopes/variants/fundamental17__fc402.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental2,Report Footnotes,Fundamental,766,0.4386,1.0,1.0,1.1,2026-03-01,fundamental2__fc766,reports/data_fields/all_scopes/variants/fundamental2__fc766.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental22,Environmental and Social Governance Data,Fundamental,14,0.7233,0.9507,5.0,1.1,2022-07-01,fundamental22__fc14,reports/data_fields/all_scopes/variants/fundamental22__fc14.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental23,Fundamental Point in Time Data,Fundamental,1637,0.7705,1.0,2.0,1.1,2025-11-01,fundamental23__fc1637,reports/data_fields/all_scopes/variants/fundamental23__fc1637.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental25,Company Operating Metrics,Fundamental,8,0.3818,1.0,3.0,1.1,2025-10-01,fundamental25__fc8,reports/data_fields/all_scopes/variants/fundamental25__fc8.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental28,Global Fundamental Data,Fundamental,2209,0.5,1.0,2.0,1.1,2022-05-01,fundamental28__fc2209,reports/data_fields/all_scopes/variants/fundamental28__fc2209.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental3,Fundamentals Data for US Equities,Fundamental,788,0.6428,1.0,2.0,1.1,2025-12-01,fundamental3__fc788,reports/data_fields/all_scopes/variants/fundamental3__fc788.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental31,Additional Factor Model,Fundamental,189,0.7185,1.0,2.0,1.1,2026-04-01,fundamental31__fc189,reports/data_fields/all_scopes/variants/fundamental31__fc189.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental44,Accounting Quality Models,Fundamental,11,0.8545,0.9507,3.0,1.1,2022-10-01,fundamental44__fc11,reports/data_fields/all_scopes/variants/fundamental44__fc11.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental6,Company Fundamental Data for Equity,Fundamental,886,0.5,1.0,1.0,1.1,2022-09-01,fundamental6__fc886,reports/data_fields/all_scopes/variants/fundamental6__fc886.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental65,Factor Ratios and its Rank Model,Model,1155,0.8094,1.0,2.0,1.4,2022-10-01,fundamental65__fc1155,reports/data_fields/all_scopes/variants/fundamental65__fc1155.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental69,Quarterly Fundamental Data,Fundamental,12,0.6108,1.0,3.0,1.1,2025-07-01,fundamental69__fc12,reports/data_fields/all_scopes/variants/fundamental69__fc12.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental7,Comprehensive Fundamentals Data,Fundamental,311,0.7424,1.0,1.0,1.1,2026-03-01,fundamental7__fc311,reports/data_fields/all_scopes/variants/fundamental7__fc311.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental72,Comprehensive Fundamental Data,Fundamental,1852,0.7455,1.0,3.0,1.1,2026-03-01,fundamental72__fc1852,reports/data_fields/all_scopes/variants/fundamental72__fc1852.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental76,Standardized Fundamental SEC Data,Fundamental,128,0.6535,1.0,5.0,1.1,2026-03-01,fundamental76__fc128,reports/data_fields/all_scopes/variants/fundamental76__fc128.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental92,Quantify text part in financial reports data,Fundamental,3,0.8319,0.9507,4.0,1.1,2024-12-01,fundamental92__fc3,reports/data_fields/all_scopes/variants/fundamental92__fc3.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental94,Aggregated Fundamental Data,Fundamental,75,0.7646,1.0,3.0,1.1,2025-11-01,fundamental94__fc75,reports/data_fields/all_scopes/variants/fundamental94__fc75.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
global_seasonal_model,Global Seasonal Regime Return Signals,Model,366,0.9954,1.0,5.0,1.4,2026-03-01,global_seasonal_model__fc366,reports/data_fields/all_scopes/variants/global_seasonal_model__fc366.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
hiring_trends,Global Corporate Hiring Trends,Other,3,0.4987,0.5252,5.0,1.5,2026-03-01,hiring_trends__fc3,reports/data_fields/all_scopes/variants/hiring_trends__fc3.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
imbalance5,Oil Price Resilience Scores,Imbalance,2,0.8669,0.9507,1.0,1.0,2023-11-01,imbalance5__fc2,reports/data_fields/all_scopes/variants/imbalance5__fc2.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
insider_agg_matrix,Smart Insider Transaction Aggregates,Insiders,17,0.7716,0.9507,6.0,1.1,2026-02-01,insider_agg_matrix__fc17,reports/data_fields/all_scopes/variants/insider_agg_matrix__fc17.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
insider_feats,Global Insider Transaction Features,Other,118,0.5865,0.9507,7.0,1.5,2026-03-01,insider_feats__fc118,reports/data_fields/all_scopes/variants/insider_feats__fc118.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
insider_matrix,Aggregated Insider Transaction Matrix,Other,33,0.7683,0.9507,5.0,1.5,2026-03-01,insider_matrix__fc33,reports/data_fields/all_scopes/variants/insider_matrix__fc33.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
insider_trx_matrix,Global Insider Transaction Aggregates,Other,29,0.7682,0.9507,5.0,1.5,2026-03-01,insider_trx_matrix__fc29,reports/data_fields/all_scopes/variants/insider_trx_matrix__fc29.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
insiders1,Global Insider Trading Data,Insiders,45,0.601,1.0,2.0,1.1,2025-10-01,insiders1__fc45,reports/data_fields/all_scopes/variants/insiders1__fc45.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
insiders3,SEC Report Data,Insiders,61,0.7392,1.0,2.0,1.1,2026-03-01,insiders3__fc61,reports/data_fields/all_scopes/variants/insiders3__fc61.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
insiders4,Edgar forms data,Insiders,16,0.6374,0.9507,2.0,1.1,2026-03-01,insiders4__fc16,reports/data_fields/all_scopes/variants/insiders4__fc16.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
institutions18,Ownership Model Data,Institutions,17,0.8055,0.9507,2.0,1.0,2026-03-01,institutions18__fc17,reports/data_fields/all_scopes/variants/institutions18__fc17.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
institutions20,Short Sale Volume Data,Institutions,17,0.9804,1.0,2.0,1.0,2026-03-01,institutions20__fc17,reports/data_fields/all_scopes/variants/institutions20__fc17.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
institutions6,Institutions and Beneficial Stake Ownership,Institutions,22,1.0,0.9507,1.0,1.0,2025-10-01,institutions6__fc22,reports/data_fields/all_scopes/variants/institutions6__fc22.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
intraday_pv_feats,Daily Intraday Price Volume Features,Price Volume,582,0.9745,0.9507,5.0,1.1,2026-03-01,intraday_pv_feats__fc582,reports/data_fields/all_scopes/variants/intraday_pv_feats__fc582.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
macro63,Index Reconstitution Data,Macro,3,1.0,0.9507,3.0,1.1,2025-07-01,macro63__fc3,reports/data_fields/all_scopes/variants/macro63__fc3.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
mfm_model_output,Multi Factor Model Universal Output,Risk,117,0.9963,0.9507,4.0,1.2,2026-03-01,mfm_model_output__fc117,reports/data_fields/all_scopes/variants/mfm_model_output__fc117.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ml_factor_proj,Machine Learning Factor Projections,Other,1070,0.9996,1.0,6.0,1.5,2026-03-01,ml_factor_proj__fc1070,reports/data_fields/all_scopes/variants/ml_factor_proj__fc1070.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
mmp_nlp_sentiment,Multilingual NLP News Sentiment Signals,Other,1650,0.9724,1.0,6.0,1.5,2026-04-01,mmp_nlp_sentiment__fc1650,reports/data_fields/all_scopes/variants/mmp_nlp_sentiment__fc1650.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model10,Research Indicators,Model,1224,0.9711,1.0,2.0,1.4,2026-03-01,model10__fc1224,reports/data_fields/all_scopes/variants/model10__fc1224.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model109,Fundamentals and Technical Indicators Model,Model,544,0.7992,0.9507,1.0,1.4,2026-04-01,model109__fc544,reports/data_fields/all_scopes/variants/model109__fc544.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model113,ML/AI-Estimates for Research Indicators,Model,48,0.827,0.9507,3.0,1.4,2022-10-01,model113__fc48,reports/data_fields/all_scopes/variants/model113__fc48.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model12,Stock Selection Model,Model,5,0.9966,0.9507,2.0,1.4,2022-05-01,model12__fc5,reports/data_fields/all_scopes/variants/model12__fc5.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model127,Corporate Patent Innovation Activity Dataset,Model,14,0.4544,0.9507,4.0,1.4,2023-11-01,model127__fc14,reports/data_fields/all_scopes/variants/model127__fc14.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model135,Alternative technical factor models,Model,273,0.852,1.0,3.0,1.4,2025-10-01,model135__fc273,reports/data_fields/all_scopes/variants/model135__fc273.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model138,Stock Selection from Accounting-based Factors,Model,120,0.8661,0.9507,3.0,1.4,2022-12-01,model138__fc120,reports/data_fields/all_scopes/variants/model138__fc120.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model139,Inflation based stock selection model,Model,4,0.8472,0.9507,2.0,1.4,2022-10-01,model139__fc4,reports/data_fields/all_scopes/variants/model139__fc4.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model140,Sensitivity to the Inflation Change,Model,3,0.7464,0.9507,3.0,1.4,2022-10-01,model140__fc3,reports/data_fields/all_scopes/variants/model140__fc3.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model141,Interest Rate Sensitivity Measures,Model,11,0.7556,0.9507,2.0,1.4,2022-10-01,model141__fc11,reports/data_fields/all_scopes/variants/model141__fc11.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model144,Stock Selection DL model,Model,2,0.8508,0.9507,4.0,1.4,2025-10-01,model144__fc2,reports/data_fields/all_scopes/variants/model144__fc2.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model16,Fundamental Scores,Model,24,0.5582,0.9507,1.0,1.4,2025-11-01,model16__fc24,reports/data_fields/all_scopes/variants/model16__fc24.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
