dataset_id,dataset_name,dataset_category,field_count,coverage,date_coverage,value_score,pyramid_multiplier,date_updated,variant_id,variant_path,variant_evidence
analyst44,Integrated Broker Estimates,Analyst,554,0.8496,1.0,4.0,1.8,2026-03-01,analyst44__fc554,reports/data_fields/all_scopes/variants/analyst44__fc554.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
analyst45,Analyst Trade Ideas,Analyst,241,0.8823,0.9507,5.0,1.8,2025-10-01,analyst45__fc241,reports/data_fields/all_scopes/variants/analyst45__fc241.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
analyst46,Analyst Investment insight Data,Analyst,6,0.557,0.9507,5.0,1.8,2025-10-01,analyst46__fc6,reports/data_fields/all_scopes/variants/analyst46__fc6.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
analyst47,Alternative Analyst Investment Insight Data,Analyst,22,0.5022,1.0,5.0,1.8,2026-03-01,analyst47__fc22,reports/data_fields/all_scopes/variants/analyst47__fc22.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
analyst48,Dividend estimation data,Analyst,72,0.8489,0.9507,2.0,1.8,2025-10-01,analyst48__fc72,reports/data_fields/all_scopes/variants/analyst48__fc72.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
analyst69,Fundamental Analyst Estimates,Analyst,741,0.9623,1.0,6.0,1.8,2026-03-01,analyst69__fc741,reports/data_fields/all_scopes/variants/analyst69__fc741.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
analyst72,Corporate Earning Estimates Data,Analyst,45,0.9441,0.9507,6.0,1.8,2026-03-01,analyst72__fc45,reports/data_fields/all_scopes/variants/analyst72__fc45.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
analyst81,Creditworthiness model,Analyst,3,0.1404,1.0,7.0,1.8,2025-10-01,analyst81__fc3,reports/data_fields/all_scopes/variants/analyst81__fc3.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
analyst9,Analyst Estimate Daily Data,Analyst,52,0.7472,1.0,4.0,1.8,2025-11-01,analyst9__fc52,reports/data_fields/all_scopes/variants/analyst9__fc52.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
analyst92,"Linear, nonlinear, and region-specific models",Analyst,17,0.3298,0.9507,5.0,1.8,2024-12-01,analyst92__fc17,reports/data_fields/all_scopes/variants/analyst92__fc17.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
analyst94,Fundamental Income and Dividend Model,Analyst,17,0.5996,0.9507,2.0,1.8,2024-12-01,analyst94__fc17,reports/data_fields/all_scopes/variants/analyst94__fc17.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
analyst_base_ref,Analyst Estimates Base Reference,Analyst,14,0.918,0.9507,6.0,1.8,2026-03-01,analyst_base_ref__fc14,reports/data_fields/all_scopes/variants/analyst_base_ref__fc14.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
analyst_consensus,Standardized Analyst Consensus Forecasts,Analyst,2238,0.6185,1.0,7.0,1.8,2026-03-01,analyst_consensus__fc2238,reports/data_fields/all_scopes/variants/analyst_consensus__fc2238.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
analyst_earnings_ibes,Global Analyst Earnings Forecasts,Model,28,0.999,0.9507,8.0,1.8,2026-03-01,analyst_earnings_ibes__fc28,reports/data_fields/all_scopes/variants/analyst_earnings_ibes__fc28.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
analyst_factor_signals,Global Analyst Factor Signals,Analyst,53,0.5388,0.9507,8.0,1.8,2026-03-01,analyst_factor_signals__fc53,reports/data_fields/all_scopes/variants/analyst_factor_signals__fc53.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
analyst_revision_horizons,Multi Horizon Analyst Revision Signals,Model,1026,0.708,1.0,8.0,1.8,2026-03-01,analyst_revision_horizons__fc1026,reports/data_fields/all_scopes/variants/analyst_revision_horizons__fc1026.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
behavioral_signals,Behavioral Finance Signal Factors,Model,7,0.9264,0.9507,10.0,1.8,2026-03-01,behavioral_signals__fc7,reports/data_fields/all_scopes/variants/behavioral_signals__fc7.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
broker1,user predictions from Minkabu,Broker,6,0.8889,0.9507,4.0,1.3,2026-03-01,broker1__fc6,reports/data_fields/all_scopes/variants/broker1__fc6.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
chart_cnn_alpha,Deep Learning Chart-Based Alpha,Model,1010,0.7842,1.0,7.0,1.8,2026-03-01,chart_cnn_alpha__fc1010,reports/data_fields/all_scopes/variants/chart_cnn_alpha__fc1010.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
continuation_score,Price Chart Continuation Pattern Similarity,Price Volume,560,0.9978,1.0,7.0,1.6,2026-03-01,continuation_score__fc560,reports/data_fields/all_scopes/variants/continuation_score__fc560.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
corporate_news_index,Timely Corporate News Index,Other,4,0.982,0.4348,10.0,1.8,2026-03-01,corporate_news_index__fc4,reports/data_fields/all_scopes/variants/corporate_news_index__fc4.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
dl_riskfree_returns,Deep Learning Risk Free Returns,Other,57,0.7948,0.9507,6.0,1.8,2026-03-01,dl_riskfree_returns__fc57,reports/data_fields/all_scopes/variants/dl_riskfree_returns__fc57.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
earnings3,Earnings Date Data,Earnings,8,0.9846,0.9507,1.0,1.3,2024-06-01,earnings3__fc8,reports/data_fields/all_scopes/variants/earnings3__fc8.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
earnings6,International Findings Data,Earnings,47,0.4085,0.6621,4.0,1.3,2025-11-01,earnings6__fc47,reports/data_fields/all_scopes/variants/earnings6__fc47.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
equity_forum_data,International Equity Forum Activity,Other,6,0.9005,0.9507,7.0,1.8,2026-03-01,equity_forum_data__fc6,reports/data_fields/all_scopes/variants/equity_forum_data__fc6.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
event_relation,Text-Based Event Relationship Analysis,Other,3,0.2918,0.9507,9.0,1.8,2026-04-01,event_relation__fc3,reports/data_fields/all_scopes/variants/event_relation__fc3.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
event_stock_model,Corporate Event Driven Stock Model,Model,3,0.9208,0.9507,6.0,1.8,2026-03-01,event_stock_model__fc3,reports/data_fields/all_scopes/variants/event_stock_model__fc3.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fund_holdings_panel,Global Institutional Fund Holdings,Institutions,30,0.9119,0.925,7.0,1.4,2026-03-01,fund_holdings_panel__fc30,reports/data_fields/all_scopes/variants/fund_holdings_panel__fc30.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental109,Japanese Corporate Governance Data,Fundamental,39,0.8005,0.609,6.0,1.7,2026-03-01,fundamental109__fc39,reports/data_fields/all_scopes/variants/fundamental109__fc39.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental17,Direct Fundamental Data,Fundamental,369,0.9047,1.0,2.0,1.7,2025-11-01,fundamental17__fc369,reports/data_fields/all_scopes/variants/fundamental17__fc369.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental21,ESG Scores Data,Fundamental,168,0.7757,1.0,5.0,1.7,2026-03-01,fundamental21__fc168,reports/data_fields/all_scopes/variants/fundamental21__fc168.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental22,Environmental and Social Governance Data,Fundamental,2,0.2831,0.9507,6.0,1.7,2024-06-01,fundamental22__fc2,reports/data_fields/all_scopes/variants/fundamental22__fc2.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental23,Fundamental Point in Time Data,Fundamental,385,0.758,1.0,2.0,1.7,2025-11-01,fundamental23__fc385,reports/data_fields/all_scopes/variants/fundamental23__fc385.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental28,Global Fundamental Data,Fundamental,498,0.5,1.0,3.0,1.7,2024-06-01,fundamental28__fc498,reports/data_fields/all_scopes/variants/fundamental28__fc498.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental30,Japan fundamental data by sectors,Fundamental,754,0.5,1.0,5.0,1.7,2024-06-01,fundamental30__fc754,reports/data_fields/all_scopes/variants/fundamental30__fc754.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental31,Additional Factor Model,Fundamental,99,0.713,1.0,5.0,1.7,2026-04-01,fundamental31__fc99,reports/data_fields/all_scopes/variants/fundamental31__fc99.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental4,Hong Kong Fundamental Data,Fundamental,1,0.7145,0.9507,8.0,1.7,2025-10-01,fundamental4__fc1,reports/data_fields/all_scopes/variants/fundamental4__fc1.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental44,Accounting Quality Models,Fundamental,12,0.916,0.9507,5.0,1.7,2024-06-01,fundamental44__fc12,reports/data_fields/all_scopes/variants/fundamental44__fc12.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental6,Company Fundamental Data for Equity,Fundamental,238,0.5,1.0,2.0,1.7,2024-06-01,fundamental6__fc238,reports/data_fields/all_scopes/variants/fundamental6__fc238.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental65,Factor Ratios and its Rank Model,Model,666,0.8661,1.0,4.0,1.8,2024-06-01,fundamental65__fc666,reports/data_fields/all_scopes/variants/fundamental65__fc666.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental86,Stock Reports Plus,Fundamental,9,0.8116,1.0,5.0,1.7,2025-10-01,fundamental86__fc9,reports/data_fields/all_scopes/variants/fundamental86__fc9.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental89,Accrual based Earnings Model,Fundamental,343,0.71,1.0,5.0,1.7,2024-12-01,fundamental89__fc343,reports/data_fields/all_scopes/variants/fundamental89__fc343.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental90,"Governance, Accounting, Management, and Equality",Fundamental,63,0.7906,0.9507,5.0,1.7,2025-11-01,fundamental90__fc63,reports/data_fields/all_scopes/variants/fundamental90__fc63.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental93,Earnings Tax Data,Fundamental,36,0.7024,1.0,5.0,1.7,2024-12-01,fundamental93__fc36,reports/data_fields/all_scopes/variants/fundamental93__fc36.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental94,Aggregated Fundamental Data,Fundamental,313,0.6899,0.9507,4.0,1.7,2025-11-01,fundamental94__fc313,reports/data_fields/all_scopes/variants/fundamental94__fc313.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
global_seasonal_model,Global Seasonal Regime Return Signals,Model,681,0.8407,1.0,7.0,1.8,2026-04-01,global_seasonal_model__fc681,reports/data_fields/all_scopes/variants/global_seasonal_model__fc681.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
imbalance5,Oil Price Resilience Scores,Imbalance,2,0.9218,0.9507,2.0,1.0,2024-06-01,imbalance5__fc2,reports/data_fields/all_scopes/variants/imbalance5__fc2.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
insiders5,Corporate Insider Trading Activities Dataset,Insiders,1,0.9991,0.247,2.0,1.0,2024-06-01,insiders5__fc1,reports/data_fields/all_scopes/variants/insiders5__fc1.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
institutions14,Open interest dataset,Institutions,24,0.9695,0.9507,2.0,1.4,2026-03-01,institutions14__fc24,reports/data_fields/all_scopes/variants/institutions14__fc24.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
institutions25,Fund Short Selling Data,Institutions,24,0.4072,0.9507,3.0,1.4,2024-12-01,institutions25__fc24,reports/data_fields/all_scopes/variants/institutions25__fc24.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
institutions6,Institutions and Beneficial Stake Ownership,Institutions,11,0.9994,0.9507,5.0,1.4,2025-10-01,institutions6__fc11,reports/data_fields/all_scopes/variants/institutions6__fc11.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
intraday_pv_feats,Daily Intraday Price Volume Features,Price Volume,577,0.9971,0.9507,6.0,1.6,2026-03-01,intraday_pv_feats__fc577,reports/data_fields/all_scopes/variants/intraday_pv_feats__fc577.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
macro63,Index Reconstitution Data,Macro,2,0.6385,0.9507,4.0,1.3,2025-07-01,macro63__fc2,reports/data_fields/all_scopes/variants/macro63__fc2.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
ml_factor_proj,Machine Learning Factor Projections,Other,333,1.0,0.9507,7.0,1.8,2026-03-01,ml_factor_proj__fc333,reports/data_fields/all_scopes/variants/ml_factor_proj__fc333.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
mmp_nlp_sentiment,Multilingual NLP News Sentiment Signals,Other,521,0.8684,1.0,9.0,1.8,2026-04-01,mmp_nlp_sentiment__fc521,reports/data_fields/all_scopes/variants/mmp_nlp_sentiment__fc521.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model106,Analysts rating model,Model,14,0.3673,0.9507,5.0,1.8,2024-06-01,model106__fc14,reports/data_fields/all_scopes/variants/model106__fc14.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model109,Fundamentals and Technical Indicators Model,Model,538,0.8588,0.9507,4.0,1.8,2026-04-01,model109__fc538,reports/data_fields/all_scopes/variants/model109__fc538.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model110,Big data and machine learning based model,Model,8,0.9165,0.9507,2.0,1.8,2024-06-01,model110__fc8,reports/data_fields/all_scopes/variants/model110__fc8.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model135,Alternative technical factor models,Model,137,0.9167,1.0,6.0,1.8,2025-10-01,model135__fc137,reports/data_fields/all_scopes/variants/model135__fc137.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model138,Stock Selection from Accounting-based Factors,Model,120,0.9243,0.9507,5.0,1.8,2025-10-01,model138__fc120,reports/data_fields/all_scopes/variants/model138__fc120.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model139,Inflation based stock selection model,Model,2,0.9212,0.9507,2.0,1.8,2024-06-01,model139__fc2,reports/data_fields/all_scopes/variants/model139__fc2.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model140,Sensitivity to the Inflation Change,Model,3,0.897,0.9507,6.0,1.8,2025-10-01,model140__fc3,reports/data_fields/all_scopes/variants/model140__fc3.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model141,Interest Rate Sensitivity Measures,Model,4,0.2557,1.0,6.0,1.8,2024-04-01,model141__fc4,reports/data_fields/all_scopes/variants/model141__fc4.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model144,Stock Selection DL model,Model,2,0.9221,0.9507,5.0,1.8,2025-10-01,model144__fc2,reports/data_fields/all_scopes/variants/model144__fc2.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model16,Fundamental Scores,Model,24,0.5345,0.9507,5.0,1.8,2025-11-01,model16__fc24,reports/data_fields/all_scopes/variants/model16__fc24.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model170,Asia Technical and Fundamental ranking model,Model,11,0.9504,0.9252,6.0,1.8,2025-10-01,model170__fc11,reports/data_fields/all_scopes/variants/model170__fc11.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model176,Non-Financial Metric Models,Model,84,0.2824,0.9507,6.0,1.8,2025-11-01,model176__fc84,reports/data_fields/all_scopes/variants/model176__fc84.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model192,CDS Factor Data,Model,101,1.0,0.9507,4.0,1.8,2025-10-01,model192__fc101,reports/data_fields/all_scopes/variants/model192__fc101.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model216,Analyst Revisions Model Data,Model,88,0.7524,0.7259,5.0,1.8,2025-11-01,model216__fc88,reports/data_fields/all_scopes/variants/model216__fc88.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model219,Canadian Equity Quantitative Models,Model,1012,0.896,1.0,5.0,1.8,2026-04-01,model219__fc1012,reports/data_fields/all_scopes/variants/model219__fc1012.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model230,Factor Ratios and its Rank Model,Model,666,0.7554,1.0,5.0,1.8,2024-12-01,model230__fc666,reports/data_fields/all_scopes/variants/model230__fc666.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model238,SmartHoldings Model,Model,44,0.9981,0.9507,6.0,1.8,2025-11-01,model238__fc44,reports/data_fields/all_scopes/variants/model238__fc44.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model242,Global Quantitative Stock Selection Data,Model,5,0.989,0.9507,4.0,1.8,2026-03-01,model242__fc5,reports/data_fields/all_scopes/variants/model242__fc5.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model243,Combined Alpha Model,Model,4,0.9724,1.0,5.0,1.8,2024-12-01,model243__fc4,reports/data_fields/all_scopes/variants/model243__fc4.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model25,Earnings Quality,Model,591,0.8308,1.0,3.0,1.8,2026-04-01,model25__fc591,reports/data_fields/all_scopes/variants/model25__fc591.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model250,Nonlinear adaptive model,Model,20,0.9168,0.9507,3.0,1.8,2024-12-01,model250__fc20,reports/data_fields/all_scopes/variants/model250__fc20.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model252,Systematic Hedging for Investors to Evade Large Drawdowns,Model,3,0.9172,1.0,4.0,1.8,2025-10-01,model252__fc3,reports/data_fields/all_scopes/variants/model252__fc3.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model253,Event based sentiment and behavioral factors model,Model,2,0.4112,0.9507,6.0,1.8,2024-12-01,model253__fc2,reports/data_fields/all_scopes/variants/model253__fc2.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model257,International sentiment analysis NLP model,Model,5,0.5202,0.9507,7.0,1.8,2024-12-01,model257__fc5,reports/data_fields/all_scopes/variants/model257__fc5.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model26,Analyst Revisions,Model,637,0.705,1.0,4.0,1.8,2025-11-01,model26__fc637,reports/data_fields/all_scopes/variants/model26__fc637.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model262,DNN prediction of fundamentals,Model,127,0.8491,1.0,5.0,1.8,2025-11-01,model262__fc127,reports/data_fields/all_scopes/variants/model262__fc127.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model28,Structural Credit Risk Model,Model,125,0.9788,1.0,5.0,1.8,2026-03-01,model28__fc125,reports/data_fields/all_scopes/variants/model28__fc125.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model29,EBITDA Estimate Model,Model,72,0.6408,1.0,6.0,1.8,2026-03-01,model29__fc72,reports/data_fields/all_scopes/variants/model29__fc72.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model30,EPS Estimate Model,Model,60,0.6397,1.0,6.0,1.8,2025-11-01,model30__fc60,reports/data_fields/all_scopes/variants/model30__fc60.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model307,Global Sales Allocation Model Data,Model,11,0.8415,0.9507,9.0,1.8,2026-03-01,model307__fc11,reports/data_fields/all_scopes/variants/model307__fc11.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model31,Earnings Quality Model,Model,148,0.9572,1.0,3.0,1.8,2025-11-01,model31__fc148,reports/data_fields/all_scopes/variants/model31__fc148.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model313,Intangible Asset Factors,Model,4,0.7309,0.9507,7.0,1.8,2025-11-01,model313__fc4,reports/data_fields/all_scopes/variants/model313__fc4.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model32,Price Momentum Model,Model,36,0.9941,0.9507,6.0,1.8,2025-11-01,model32__fc36,reports/data_fields/all_scopes/variants/model32__fc36.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model33,Revenue Estimate Model,Model,32,0.701,1.0,6.0,1.8,2025-11-01,model33__fc32,reports/data_fields/all_scopes/variants/model33__fc32.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model36,SmartRatios Model,Model,43,0.9904,1.0,6.0,1.8,2025-11-01,model36__fc43,reports/data_fields/all_scopes/variants/model36__fc43.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model37,Text Mining Data,Model,79,0.9187,0.9507,6.0,1.8,2025-11-01,model37__fc79,reports/data_fields/all_scopes/variants/model37__fc79.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model38,Growth Valuation Model,Model,120,0.8283,0.9507,4.0,1.8,2025-11-01,model38__fc120,reports/data_fields/all_scopes/variants/model38__fc120.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model39,Valuation Momentum Data,Model,24,0.9121,0.9507,4.0,1.8,2025-10-01,model39__fc24,reports/data_fields/all_scopes/variants/model39__fc24.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model50,International Scorings Data,Model,56,0.6498,1.0,7.0,1.8,2026-03-01,model50__fc56,reports/data_fields/all_scopes/variants/model50__fc56.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model53,Creditworthiness Risk Measure Model,Model,52,0.9678,1.0,5.0,1.8,2026-03-01,model53__fc52,reports/data_fields/all_scopes/variants/model53__fc52.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model56,Stock Reports Plus,Fundamental,8,0.8127,1.0,5.0,1.7,2024-04-01,model56__fc8,reports/data_fields/all_scopes/variants/model56__fc8.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model68,Risk-Alleviated Momentum Scores,Model,4,0.9202,0.9507,7.0,1.8,2024-06-01,model68__fc4,reports/data_fields/all_scopes/variants/model68__fc4.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model77,Analysts' Factor Model,Model,910,0.6976,1.0,3.0,1.8,2025-11-01,model77__fc910,reports/data_fields/all_scopes/variants/model77__fc910.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
multi_horizon_alpha,Multi Horizon Alpha Decomposition,Model,108,0.9603,0.9507,7.0,1.8,2026-03-01,multi_horizon_alpha__fc108,reports/data_fields/all_scopes/variants/multi_horizon_alpha__fc108.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
multi_source_model,Multi-Source Market Return Prediction,Model,60,0.8363,0.626,7.0,1.8,2026-03-01,multi_source_model__fc60,reports/data_fields/all_scopes/variants/multi_source_model__fc60.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
multifactor_return_pred,Multi Factor Market Return Predictions,Model,648,0.8378,0.626,7.0,1.8,2026-03-01,multifactor_return_pred__fc648,reports/data_fields/all_scopes/variants/multifactor_return_pred__fc648.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news104,Archive News Data,News,11,0.8433,0.9507,4.0,1.7,2024-12-01,news104__fc11,reports/data_fields/all_scopes/variants/news104__fc11.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news17,PR Edition Data,News,24,0.4816,0.9507,4.0,1.7,2026-03-01,news17__fc24,reports/data_fields/all_scopes/variants/news17__fc24.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news18,Ravenpack News Data,News,41,0.7286,1.0,2.0,1.7,2026-03-01,news18__fc41,reports/data_fields/all_scopes/variants/news18__fc41.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news20,Web Sources News Sentiment Data,News,22,0.7398,0.9507,5.0,1.7,2025-11-01,news20__fc22,reports/data_fields/all_scopes/variants/news20__fc22.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news21,Macro Economic Event Data,News,15,0.4257,1.0,3.0,1.7,2026-03-01,news21__fc15,reports/data_fields/all_scopes/variants/news21__fc15.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news23,MnA Deals Data,News,93,0.5131,0.9507,4.0,1.7,2025-10-01,news23__fc93,reports/data_fields/all_scopes/variants/news23__fc93.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news29,Significant Developments Data,News,12,0.9648,0.9507,5.0,1.7,2026-03-01,news29__fc12,reports/data_fields/all_scopes/variants/news29__fc12.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
