dataset_id,dataset_name,dataset_category,field_count,coverage,date_coverage,value_score,pyramid_multiplier,date_updated,variant_id,variant_path,variant_evidence
news21,Macro Economic Event Data,News,1,0.8942,,3.0,1.9,2024-12-01,news21__fc1,reports/data_fields/all_scopes/variants/news21__fc1.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news29,Significant Developments Data,News,10,0.8027,0.9507,5.0,1.9,2026-03-01,news29__fc10,reports/data_fields/all_scopes/variants/news29__fc10.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news3,Dow Jones News Analytics Data,News,19,0.7895,0.9507,5.0,1.9,2025-10-01,news3__fc19,reports/data_fields/all_scopes/variants/news3__fc19.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news36,News Analytics Data,News,15,0.852,0.9507,4.0,1.9,2025-11-01,news36__fc15,reports/data_fields/all_scopes/variants/news36__fc15.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news37,International News Data,News,4,0.9935,0.9507,5.0,1.9,2026-03-01,news37__fc4,reports/data_fields/all_scopes/variants/news37__fc4.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news46,Relevant News Analytics Data,News,20,0.8095,0.9507,3.0,1.9,2025-07-01,news46__fc20,reports/data_fields/all_scopes/variants/news46__fc20.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news48,Global Media News Data,News,22,0.4731,0.9507,5.0,1.9,2025-10-01,news48__fc22,reports/data_fields/all_scopes/variants/news48__fc22.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news50,Web News Analytics Data,News,37,0.7977,,4.0,1.9,2025-07-01,news50__fc37,reports/data_fields/all_scopes/variants/news50__fc37.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news59,Corporate Events Data,News,2,0.9814,0.9507,4.0,1.9,2025-07-01,news59__fc2,reports/data_fields/all_scopes/variants/news59__fc2.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news7,Real Time News Feed Data,News,42,0.6625,1.0,3.0,1.9,2026-04-01,news7__fc42,reports/data_fields/all_scopes/variants/news7__fc42.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news74,Japan news sentiment analysis,News,25,0.8785,0.9507,5.0,1.9,2026-03-01,news74__fc25,reports/data_fields/all_scopes/variants/news74__fc25.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news79,Global Corporate News Analytics,News,34,0.9847,0.9507,5.0,1.9,2025-11-01,news79__fc34,reports/data_fields/all_scopes/variants/news79__fc34.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news84,Headline Sentiment Analysis using DNN,News,23,0.4813,1.0,5.0,1.9,2026-03-01,news84__fc23,reports/data_fields/all_scopes/variants/news84__fc23.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other323,Global Equity Premarket Data,Other,7,0.9999,0.9507,5.0,1.7,2025-10-01,other323__fc7,reports/data_fields/all_scopes/variants/other323__fc7.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other351,International sentiment analysis NLP model,Model,5,0.29,,6.0,1.9,2024-12-01,other351__fc5,reports/data_fields/all_scopes/variants/other351__fc5.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other401,"Governance, Accounting, Management, and Equality",Fundamental,60,0.672,,4.0,1.9,2024-12-01,other401__fc60,reports/data_fields/all_scopes/variants/other401__fc60.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other423,Fundamental Income and Dividend Model,Analyst,17,0.5227,,1.0,1.9,2024-12-01,other423__fc17,reports/data_fields/all_scopes/variants/other423__fc17.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other432,DNN prediction of fundamentals,Model,122,0.8639,,4.0,1.9,2024-12-01,other432__fc122,reports/data_fields/all_scopes/variants/other432__fc122.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other532,Specific Returns,Other,1,1.0,0.9507,4.0,1.7,2025-07-01,other532__fc1,reports/data_fields/all_scopes/variants/other532__fc1.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other54,Global Quantitative Stock Selection Data,Model,4,0.8444,,3.0,1.9,2024-10-01,other54__fc4,reports/data_fields/all_scopes/variants/other54__fc4.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other545,Linked Firms Momentum Data,Other,4,0.9179,0.9507,6.0,1.7,2025-11-01,other545__fc4,reports/data_fields/all_scopes/variants/other545__fc4.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other78,Earnings and conference call data,Other,9,0.9731,1.0,5.0,1.7,2025-07-01,other78__fc9,reports/data_fields/all_scopes/variants/other78__fc9.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
pv1,Price Volume Data for Equity,Price Volume,18,0.9804,1.0,1.0,1.8,2025-10-01,pv1__fc18,reports/data_fields/all_scopes/variants/pv1__fc18.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
pv13,Relationship Data for Equity,Price Volume,19,0.6218,,3.0,1.8,2025-11-01,pv13__fc19,reports/data_fields/all_scopes/variants/pv13__fc19.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
pv173,Corporate Bond Pricing Data,Price Volume,18,0.8516,0.9329,6.0,1.8,2026-03-01,pv173__fc18,reports/data_fields/all_scopes/variants/pv173__fc18.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
pv29,Derived Industry Classification,Price Volume,50,0.6972,,2.0,1.8,2025-07-01,pv29__fc50,reports/data_fields/all_scopes/variants/pv29__fc50.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
pv30,Alternate Industry Classification,Price Volume,240,0.6093,,3.0,1.8,2025-07-01,pv30__fc240,reports/data_fields/all_scopes/variants/pv30__fc240.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
pv47,Specific Return Dataset,Price Volume,1,0.9564,0.9507,3.0,1.8,2025-07-01,pv47__fc1,reports/data_fields/all_scopes/variants/pv47__fc1.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
quant_factor_lib,Multi-Domain Quantitative Factor Library,Model,104,0.8954,1.0,9.0,1.9,2026-03-01,quant_factor_lib__fc104,reports/data_fields/all_scopes/variants/quant_factor_lib__fc104.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
risk60,Securities Lending Insight Data,Risk,5,0.9297,0.9507,3.0,1.5,2026-03-01,risk60__fc5,reports/data_fields/all_scopes/variants/risk60__fc5.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
search_interest,Rapid Search Interest Signals,Other,1,0.8402,1.0,6.0,1.7,2025-11-01,search_interest__fc1,reports/data_fields/all_scopes/variants/search_interest__fc1.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
sentiment23,Textual Sentiment Analysis Data,Sentiment,105,0.852,0.9507,6.0,1.9,2025-11-01,sentiment23__fc105,reports/data_fields/all_scopes/variants/sentiment23__fc105.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
shortinterest3,Securities Lending Files Data,Short Interest,25,0.9648,0.9507,4.0,1.9,2026-03-01,shortinterest3__fc25,reports/data_fields/all_scopes/variants/shortinterest3__fc25.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
socialmedia32,socialmedia discussion,Social Media,3,0.8135,0.9507,2.0,1.7,2026-04-01,socialmedia32__fc3,reports/data_fields/all_scopes/variants/socialmedia32__fc3.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
univ1,Universe Dataset,Price Volume,2,0.875,,7.0,1.8,2025-07-01,univ1__fc2,reports/data_fields/all_scopes/variants/univ1__fc2.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
