dataset_id,dataset_name,dataset_category,field_count,coverage,date_coverage,value_score,pyramid_multiplier,date_updated,variant_id,variant_path,variant_evidence
institutions6,Institutions and Beneficial Stake Ownership,Institutions,11,1.0,0.9507,1.0,1.2,2025-10-01,institutions6__fc11,reports/data_fields/all_scopes/variants/institutions6__fc11.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
intraday_pv_feats,Daily Intraday Price Volume Features,Price Volume,586,0.8147,1.0,3.0,1.0,2026-03-01,intraday_pv_feats__fc586,reports/data_fields/all_scopes/variants/intraday_pv_feats__fc586.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
macro_equity_signals,Macro to Equity Signal Toolkit,Model,180,0.8668,0.9507,5.0,1.4,2026-03-01,macro_equity_signals__fc180,reports/data_fields/all_scopes/variants/macro_equity_signals__fc180.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model109,Fundamentals and Technical Indicators Model,Model,545,0.7736,0.9507,1.0,1.4,2026-04-01,model109__fc545,reports/data_fields/all_scopes/variants/model109__fc545.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model110,Big data and machine learning based model,Model,8,0.853,0.9507,1.0,1.4,2023-09-01,model110__fc8,reports/data_fields/all_scopes/variants/model110__fc8.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model135,Alternative technical factor models,Model,137,1.0,1.0,3.0,1.4,2025-10-01,model135__fc137,reports/data_fields/all_scopes/variants/model135__fc137.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model138,Stock Selection from Accounting-based Factors,Model,240,0.8205,0.9507,2.0,1.4,2025-10-01,model138__fc240,reports/data_fields/all_scopes/variants/model138__fc240.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model140,Sensitivity to the Inflation Change,Model,3,0.9541,0.9507,4.0,1.4,2025-10-01,model140__fc3,reports/data_fields/all_scopes/variants/model140__fc3.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model16,Fundamental Scores,Model,48,0.5697,0.9507,3.0,1.4,2025-11-01,model16__fc48,reports/data_fields/all_scopes/variants/model16__fc48.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model170,Asia Technical and Fundamental ranking model,Model,11,0.7389,0.9001,6.0,1.4,2025-10-01,model170__fc11,reports/data_fields/all_scopes/variants/model170__fc11.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model176,Non-Financial Metric Models,Model,44,0.6289,0.9507,4.0,1.4,2025-11-01,model176__fc44,reports/data_fields/all_scopes/variants/model176__fc44.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model219,Canadian Equity Quantitative Models,Model,1008,0.9199,1.0,3.0,1.4,2026-04-01,model219__fc1008,reports/data_fields/all_scopes/variants/model219__fc1008.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model238,SmartHoldings Model,Model,22,0.9504,0.9507,2.0,1.4,2025-11-01,model238__fc22,reports/data_fields/all_scopes/variants/model238__fc22.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model243,Combined Alpha Model,Model,8,0.9335,1.0,2.0,1.4,2025-10-01,model243__fc8,reports/data_fields/all_scopes/variants/model243__fc8.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model244,Insider Transaction Analytics,Model,16,0.5346,0.9507,4.0,1.4,2025-10-01,model244__fc16,reports/data_fields/all_scopes/variants/model244__fc16.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model26,Analyst Revisions,Model,388,0.759,0.9507,1.0,1.4,2025-11-01,model26__fc388,reports/data_fields/all_scopes/variants/model26__fc388.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model262,DNN prediction of fundamentals,Model,407,0.5603,1.0,3.0,1.4,2025-11-01,model262__fc407,reports/data_fields/all_scopes/variants/model262__fc407.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model264,Predictive data using Deep Learning models,Model,1171,1.0,1.0,2.0,1.4,2024-12-01,model264__fc1171,reports/data_fields/all_scopes/variants/model264__fc1171.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model28,Structural Credit Risk Model,Model,51,0.6998,1.0,4.0,1.4,2026-03-01,model28__fc51,reports/data_fields/all_scopes/variants/model28__fc51.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model29,EBITDA Estimate Model,Model,43,0.6615,1.0,3.0,1.4,2026-03-01,model29__fc43,reports/data_fields/all_scopes/variants/model29__fc43.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model30,EPS Estimate Model,Model,29,0.7851,1.0,2.0,1.4,2025-11-01,model30__fc29,reports/data_fields/all_scopes/variants/model30__fc29.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model307,Global Sales Allocation Model Data,Model,19,0.6215,1.0,5.0,1.4,2026-03-01,model307__fc19,reports/data_fields/all_scopes/variants/model307__fc19.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model31,Earnings Quality Model,Model,167,0.7396,1.0,3.0,1.4,2026-03-01,model31__fc167,reports/data_fields/all_scopes/variants/model31__fc167.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model36,SmartRatios Model,Model,21,0.9142,0.9507,3.0,1.4,2025-11-01,model36__fc21,reports/data_fields/all_scopes/variants/model36__fc21.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model37,Text Mining Data,Model,61,0.5299,0.9507,5.0,1.4,2025-11-01,model37__fc61,reports/data_fields/all_scopes/variants/model37__fc61.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model38,Growth Valuation Model,Model,200,0.8208,1.0,1.0,1.4,2026-03-01,model38__fc200,reports/data_fields/all_scopes/variants/model38__fc200.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model39,Valuation Momentum Data,Model,14,0.9404,0.9507,1.0,1.4,2025-10-01,model39__fc14,reports/data_fields/all_scopes/variants/model39__fc14.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model50,International Scorings Data,Model,168,0.6492,1.0,5.0,1.4,2025-10-01,model50__fc168,reports/data_fields/all_scopes/variants/model50__fc168.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model77,Analysts' Factor Model,Model,1104,0.7749,1.0,2.0,1.4,2025-11-01,model77__fc1104,reports/data_fields/all_scopes/variants/model77__fc1104.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news17,PR Edition Data,News,24,0.8022,0.9507,2.0,1.3,2026-03-01,news17__fc24,reports/data_fields/all_scopes/variants/news17__fc24.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news20,Web Sources News Sentiment Data,News,24,0.8631,,1.0,1.3,2023-09-01,news20__fc24,reports/data_fields/all_scopes/variants/news20__fc24.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news21,Macro Economic Event Data,News,19,0.4761,0.9507,2.0,1.3,2025-11-01,news21__fc19,reports/data_fields/all_scopes/variants/news21__fc19.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news23,MnA Deals Data,News,129,0.2615,1.0,2.0,1.3,2025-10-01,news23__fc129,reports/data_fields/all_scopes/variants/news23__fc129.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news29,Significant Developments Data,News,12,0.6522,1.0,4.0,1.3,2026-03-01,news29__fc12,reports/data_fields/all_scopes/variants/news29__fc12.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news31,News Analytics on Equities,News,44,0.8258,0.9507,3.0,1.3,2025-11-01,news31__fc44,reports/data_fields/all_scopes/variants/news31__fc44.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news36,News Analytics Data,News,14,0.7747,0.9507,3.0,1.3,2025-11-01,news36__fc14,reports/data_fields/all_scopes/variants/news36__fc14.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news38,News Analytic Model Data,News,3,0.6877,1.0,3.0,1.3,2025-11-01,news38__fc3,reports/data_fields/all_scopes/variants/news38__fc3.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news46,Relevant News Analytics Data,News,32,0.3927,1.0,4.0,1.3,2025-11-01,news46__fc32,reports/data_fields/all_scopes/variants/news46__fc32.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news48,Global Media News Data,News,22,0.8543,0.9507,3.0,1.3,2025-10-01,news48__fc22,reports/data_fields/all_scopes/variants/news48__fc22.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news52,Conference call data,News,24,0.4357,1.0,1.0,1.3,2023-09-01,news52__fc24,reports/data_fields/all_scopes/variants/news52__fc24.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news59,Corporate Events Data,News,2,0.9736,0.9507,2.0,1.3,2025-11-01,news59__fc2,reports/data_fields/all_scopes/variants/news59__fc2.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news66,Webpage View Statistics,News,2,0.5,1.0,2.0,1.3,2023-06-01,news66__fc2,reports/data_fields/all_scopes/variants/news66__fc2.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news7,Real Time News Feed Data,News,41,0.764,0.9507,2.0,1.3,2026-04-01,news7__fc41,reports/data_fields/all_scopes/variants/news7__fc41.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news73,Story by Story Sentiment,News,22,1.0,0.9507,4.0,1.3,2025-10-01,news73__fc22,reports/data_fields/all_scopes/variants/news73__fc22.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news76,Textual News Feed Data,News,6,1.0,0.7965,1.0,1.3,2025-10-01,news76__fc6,reports/data_fields/all_scopes/variants/news76__fc6.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
option_chart_model,Option Chart Image Return Prediction,Model,301,0.3613,0.9507,6.0,1.4,2026-03-01,option_chart_model__fc301,reports/data_fields/all_scopes/variants/option_chart_model__fc301.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other128,Global Executive Performance Factors,Other,18,0.5147,1.0,3.0,1.5,2024-07-01,other128__fc18,reports/data_fields/all_scopes/variants/other128__fc18.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other296,Corporate Earnings Call Sentiment Data,Other,10,0.7527,0.9507,5.0,1.5,2025-11-01,other296__fc10,reports/data_fields/all_scopes/variants/other296__fc10.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other315,Equity Swap Data,Other,20,0.6179,0.9507,5.0,1.5,2025-10-01,other315__fc20,reports/data_fields/all_scopes/variants/other315__fc20.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other327,Sensitivity to Interest Rates Model,Other,3,0.9732,0.9507,5.0,1.5,2025-10-01,other327__fc3,reports/data_fields/all_scopes/variants/other327__fc3.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other335,Multi-Region Dividend Alpha Model Dataset,Other,5,0.7279,0.9507,1.0,1.5,2025-10-01,other335__fc5,reports/data_fields/all_scopes/variants/other335__fc5.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other384,NLP on conference conversation,Other,33,0.4314,0.9507,5.0,1.5,2025-11-01,other384__fc33,reports/data_fields/all_scopes/variants/other384__fc33.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other424,Dividend prediction model,Other,3,0.755,0.9507,3.0,1.5,2025-10-01,other424__fc3,reports/data_fields/all_scopes/variants/other424__fc3.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other432,DNN prediction of fundamentals,Model,345,0.7698,1.0,3.0,1.4,2023-09-01,other432__fc345,reports/data_fields/all_scopes/variants/other432__fc345.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other436,Dividend model,Other,6,0.5574,0.9507,3.0,1.5,2025-10-01,other436__fc6,reports/data_fields/all_scopes/variants/other436__fc6.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other455,Relationship enhanced with AI/ML,Other,1500,0.8975,1.0,4.0,1.5,2026-03-01,other455__fc1500,reports/data_fields/all_scopes/variants/other455__fc1500.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other460,Predictive data using Deep Learning models,Model,1171,1.0,1.0,2.0,1.4,2023-09-01,other460__fc1171,reports/data_fields/all_scopes/variants/other460__fc1171.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other496,Intraday FX rates,Other,434,0.475,1.0,3.0,1.5,2024-07-01,other496__fc434,reports/data_fields/all_scopes/variants/other496__fc434.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other546,Institutional Network Analysis Dataset,Other,10,0.6615,0.9507,7.0,1.5,2026-03-01,other546__fc10,reports/data_fields/all_scopes/variants/other546__fc10.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other551,Alpha Toolkit Dataset,Macro,33,0.0,1.0,2.0,1.1,2023-11-01,other551__fc33,reports/data_fields/all_scopes/variants/other551__fc33.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other553,Financial Opinion Mining,Sentiment,10,0.5973,,2.0,1.6,2023-11-01,other553__fc10,reports/data_fields/all_scopes/variants/other553__fc10.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other567,Employee Review Data,Other,37,0.474,1.0,5.0,1.5,2025-11-01,other567__fc37,reports/data_fields/all_scopes/variants/other567__fc37.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other571,Wikipedia Viewing Data,Other,30,0.5325,0.9507,4.0,1.5,2025-10-01,other571__fc30,reports/data_fields/all_scopes/variants/other571__fc30.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other635,Thomson Reuters News Analytics Equities,Other,6,0.7946,1.0,4.0,1.5,2025-10-01,other635__fc6,reports/data_fields/all_scopes/variants/other635__fc6.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other699,Individual Investor Transactions Data,Other,14,0.7756,0.7295,4.0,1.5,2026-03-01,other699__fc14,reports/data_fields/all_scopes/variants/other699__fc14.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other83,Insider Transaction Analytics,Model,15,0.4802,1.0,4.0,1.4,2023-09-01,other83__fc15,reports/data_fields/all_scopes/variants/other83__fc15.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
predictive_starmine,Predictive Analyst-Company Signal Set,Model,543,0.9502,1.0,4.0,1.4,2026-03-01,predictive_starmine__fc543,reports/data_fields/all_scopes/variants/predictive_starmine__fc543.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
pv1,Price Volume Data for Equity,Price Volume,24,1.0,1.0,1.0,1.0,2026-04-01,pv1__fc24,reports/data_fields/all_scopes/variants/pv1__fc24.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
pv106,Microstructure Spread Data,Price Volume,13,0.8437,0.9507,2.0,1.0,2025-11-01,pv106__fc13,reports/data_fields/all_scopes/variants/pv106__fc13.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
pv13,Relationship Data for Equity,Price Volume,56,0.7834,1.0,1.0,1.0,2025-11-01,pv13__fc56,reports/data_fields/all_scopes/variants/pv13__fc56.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
pv149,Holidays and Trading Hours Calendar,Price Volume,1,1.0,0.9507,4.0,1.0,2025-10-01,pv149__fc1,reports/data_fields/all_scopes/variants/pv149__fc1.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
pv173,Corporate Bond Pricing Data,Price Volume,159,0.5507,1.0,4.0,1.0,2026-03-01,pv173__fc159,reports/data_fields/all_scopes/variants/pv173__fc159.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
pv29,Derived Industry Classification,Price Volume,20,0.3317,0.9507,1.0,1.0,2025-10-01,pv29__fc20,reports/data_fields/all_scopes/variants/pv29__fc20.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
pv30,Alternate Industry Classification,Price Volume,150,0.8586,0.9507,2.0,1.0,2025-11-01,pv30__fc150,reports/data_fields/all_scopes/variants/pv30__fc150.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
pv37,Equity Interval Data,Price Volume,80,1.0,1.0,1.0,1.0,2023-11-01,pv37__fc80,reports/data_fields/all_scopes/variants/pv37__fc80.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
pv47,Specific Return Dataset,Price Volume,2,1.0,0.9507,1.0,1.0,2025-11-01,pv47__fc2,reports/data_fields/all_scopes/variants/pv47__fc2.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
pv53,Index Market Data,Price Volume,9,0.5,1.0,1.0,1.0,2023-06-01,pv53__fc9,reports/data_fields/all_scopes/variants/pv53__fc9.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
pv72,custom relationship data,Price Volume,21,0.2565,1.0,5.0,1.0,2025-07-01,pv72__fc21,reports/data_fields/all_scopes/variants/pv72__fc21.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
pv73,Custom Relationship Data,Price Volume,14,0.2922,0.9507,5.0,1.0,2023-09-01,pv73__fc14,reports/data_fields/all_scopes/variants/pv73__fc14.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
pv96,Corporate Action Dataset,Price Volume,20,0.5,1.0,1.0,1.0,2023-09-01,pv96__fc20,reports/data_fields/all_scopes/variants/pv96__fc20.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
pv98,Intraday Tick Data and Statistics,Price Volume,21,1.0,0.9507,3.0,1.0,2026-04-01,pv98__fc21,reports/data_fields/all_scopes/variants/pv98__fc21.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
quant_factor_lib,Multi-Domain Quantitative Factor Library,Model,266,0.6817,1.0,6.0,1.4,2026-03-01,quant_factor_lib__fc266,reports/data_fields/all_scopes/variants/quant_factor_lib__fc266.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
