scope_key,dataset_id,dataset_name,category,field_count,coverage,date_coverage,value_score,pyramid_multiplier,last_field_added,alpha_count,alpha_density,resource_count,forum_count,paper_count,dataset_page_url,scraped_at
ASI_D1_TOP500,other496,Intraday FX rates,Other,159,0.1993,1.0,3.0,1.5,2024-07-01,6,0.037736,1,1,0,https://platform.worldquantbrain.com/data/data-sets/other496,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,broker1,user predictions from Minkabu,Broker,12,0.1381,1.0,3.0,1.1,2024-07-01,3,0.250000,0,0,0,https://platform.worldquantbrain.com/data/data-sets/broker1,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,model243,Combined Alpha Model,Model,4,0.9425,1.0,2.0,1.3,2024-12-01,0,0.000000,2,1,1,https://platform.worldquantbrain.com/data/data-sets/model243,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,pv173,Corporate Bond Pricing Data,Price Volume,21,0.0,1.0,4.0,1.0,2025-06-01,0,0.000000,0,0,0,https://platform.worldquantbrain.com/data/data-sets/pv173,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,sentiment26,Website Popularity Ranking Dataset,Sentiment,19,0.4223,0.7202,4.0,1.4,2025-07-01,0,0.000000,0,0,0,https://platform.worldquantbrain.com/data/data-sets/sentiment26,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,model313,Intangible Asset Factors,Model,9,0.3109,1.0,5.0,1.3,2025-07-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model313,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,macro63,Index Reconstitution Data,Macro,1,1.0,0.9507,2.0,1.0,2025-07-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/macro63,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,analyst45,Analyst Trade Ideas,Analyst,241,0.324,1.0,4.0,1.5,2025-10-01,1,0.004149,1,1,0,https://platform.worldquantbrain.com/data/data-sets/analyst45,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,other315,Equity Swap Data,Other,32,0.3106,1.0,5.0,1.5,2025-10-01,20,0.625000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/other315,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,other323,Global Equity Premarket Data,Other,11,0.934,0.9507,3.0,1.5,2025-10-01,15,1.363636,1,1,0,https://platform.worldquantbrain.com/data/data-sets/other323,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,other424,Dividend prediction model,Other,3,0.7301,0.9507,4.0,1.5,2025-10-01,2,0.666667,1,1,0,https://platform.worldquantbrain.com/data/data-sets/other424,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,other571,Wikipedia Viewing Data,Other,30,0.4163,0.9507,6.0,1.5,2025-10-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/other571,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,other635,Thomson Reuters News Analytics Equities,Other,6,0.6252,0.9507,5.0,1.5,2025-10-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/other635,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,model106,Analysts rating model,Model,14,0.3943,0.9507,3.0,1.3,2025-10-01,0,0.000000,4,1,3,https://platform.worldquantbrain.com/data/data-sets/model106,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,model135,Alternative technical factor models,Model,137,0.8629,1.0,2.0,1.3,2025-10-01,12,0.087591,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model135,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,model170,Asia Technical and Fundamental ranking model,Model,22,0.9131,0.9252,4.0,1.3,2025-10-01,4,0.181818,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model170,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,model207,Asian Insider Transaction Data,Model,5,0.3253,1.0,4.0,1.3,2025-10-01,8,1.600000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model207,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,model39,Valuation Momentum Data,Model,24,0.9408,0.9507,1.0,1.3,2025-10-01,11,0.458333,2,1,1,https://platform.worldquantbrain.com/data/data-sets/model39,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,model50,International Scorings Data,Model,54,0.6521,1.0,5.0,1.3,2025-10-01,0,0.000000,2,1,1,https://platform.worldquantbrain.com/data/data-sets/model50,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,news23,MnA Deals Data,News,93,0.3072,1.0,4.0,1.3,2025-10-01,1,0.010753,1,1,0,https://platform.worldquantbrain.com/data/data-sets/news23,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,news48,Global Media News Data,News,22,0.3404,1.0,3.0,1.3,2025-10-01,1,0.045455,1,1,0,https://platform.worldquantbrain.com/data/data-sets/news48,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,news54,Key Developments Data,News,40,0.7396,1.0,2.0,1.3,2025-10-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/news54,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,news73,Story by Story Sentiment,News,22,0.6448,0.9507,5.0,1.3,2025-10-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/news73,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,news76,Textual News Feed Data,News,6,0.7504,0.8217,4.0,1.3,2025-10-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/news76,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,news84,Headline Sentiment Analysis using DNN,News,23,0.4977,0.9507,4.0,1.3,2025-10-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/news84,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,news85,News Sentiment Analysis using DNN,News,23,0.7534,0.9507,4.0,1.3,2025-10-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/news85,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,shortinterest5,Daily Price Limit Data,Short Interest,3,0.9624,0.9507,4.0,1.3,2025-10-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/shortinterest5,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,institutions6,Institutions and Beneficial Stake Ownership,Institutions,11,0.9991,0.9507,2.0,1.2,2025-10-01,11,1.000000,3,1,2,https://platform.worldquantbrain.com/data/data-sets/institutions6,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,fundamental1,Management and Executive Data,Fundamental,118,0.2522,0.9507,6.0,1.1,2025-10-01,0,0.000000,0,0,0,https://platform.worldquantbrain.com/data/data-sets/fundamental1,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,fundamental86,Stock Reports Plus,Fundamental,10,0.5579,1.0,3.0,1.1,2025-10-01,6,0.600000,1,0,1,https://platform.worldquantbrain.com/data/data-sets/fundamental86,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,pv103,Interval and MOO&MOC statistics,Price Volume,7,1.0,0.9507,2.0,1.0,2025-10-01,0,0.000000,0,0,0,https://platform.worldquantbrain.com/data/data-sets/pv103,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,pv109,Bond Yield Data,Price Volume,25,0.1357,1.0,5.0,1.0,2025-10-01,0,0.000000,0,0,0,https://platform.worldquantbrain.com/data/data-sets/pv109,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,pv149,Holidays and Trading Hours Calendar,Price Volume,1,1.0,0.9507,4.0,1.0,2025-10-01,0,0.000000,0,0,0,https://platform.worldquantbrain.com/data/data-sets/pv149,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,pv29,Derived Industry Classification,Price Volume,60,0.5779,0.9507,1.0,1.0,2025-10-01,2,0.033333,0,0,0,https://platform.worldquantbrain.com/data/data-sets/pv29,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,pv70,Relation Dataset,Price Volume,33,0.2568,1.0,4.0,1.0,2025-10-01,4,0.121212,0,0,0,https://platform.worldquantbrain.com/data/data-sets/pv70,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,analyst11,ESG scores,Analyst,210,0.6111,0.9507,5.0,1.5,2025-11-01,0,0.000000,3,1,2,https://platform.worldquantbrain.com/data/data-sets/analyst11,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,analyst39,Analyst estimates & financial ratios,Analyst,52,0.798,1.0,2.0,1.5,2025-11-01,7,0.134615,1,1,0,https://platform.worldquantbrain.com/data/data-sets/analyst39,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,analyst9,Analyst Estimate Daily Data,Analyst,50,0.6431,0.9507,3.0,1.5,2025-11-01,1,0.020000,6,1,5,https://platform.worldquantbrain.com/data/data-sets/analyst9,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,other567,Employee Review Data,Other,37,0.1595,1.0,6.0,1.5,2025-11-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/other567,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,sentiment21,AI Sentiment Score Data,Sentiment,138,0.4929,1.0,4.0,1.4,2025-11-01,0,0.000000,0,0,0,https://platform.worldquantbrain.com/data/data-sets/sentiment21,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,sentiment23,Textual Sentiment Analysis Data,Sentiment,156,0.4596,1.0,4.0,1.4,2025-11-01,2,0.012821,0,0,0,https://platform.worldquantbrain.com/data/data-sets/sentiment23,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,model16,Fundamental Scores,Model,24,0.5669,0.9507,2.0,1.3,2025-11-01,23,0.958333,2,1,1,https://platform.worldquantbrain.com/data/data-sets/model16,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,model238,SmartHoldings Model,Model,44,0.9758,0.9507,3.0,1.3,2025-11-01,2,0.045455,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model238,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,model26,Analyst Revisions,Model,635,0.7105,1.0,1.0,1.3,2025-11-01,165,0.259843,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model26,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,model30,EPS Estimate Model,Model,64,0.6296,1.0,2.0,1.3,2025-11-01,84,1.312500,2,1,1,https://platform.worldquantbrain.com/data/data-sets/model30,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,model31,Earnings Quality Model,Model,156,0.8382,1.0,2.0,1.3,2025-11-01,10,0.064103,3,1,2,https://platform.worldquantbrain.com/data/data-sets/model31,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,model32,Price Momentum Model,Model,36,0.9692,0.9507,2.0,1.3,2025-11-01,52,1.444444,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model32,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,model33,Revenue Estimate Model,Model,32,0.5943,1.0,2.0,1.3,2025-11-01,74,2.312500,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model33,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,model36,SmartRatios Model,Model,43,0.9746,1.0,2.0,1.3,2025-11-01,76,1.767442,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model36,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,model37,Text Mining Data,Model,79,0.8029,0.9507,5.0,1.3,2025-11-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model37,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,model38,Growth Valuation Model,Model,120,0.8398,0.9507,1.0,1.3,2025-11-01,137,1.141667,1,1,0,https://platform.worldquantbrain.com/data/data-sets/model38,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,news17,PR Edition Data,News,22,0.4644,1.0,2.0,1.3,2025-11-01,18,0.818182,1,1,0,https://platform.worldquantbrain.com/data/data-sets/news17,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,news20,Web Sources News Sentiment Data,News,24,0.622,1.0,2.0,1.3,2025-11-01,5,0.208333,2,1,1,https://platform.worldquantbrain.com/data/data-sets/news20,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,news21,Macro Economic Event Data,News,14,0.6766,0.9507,4.0,1.3,2025-11-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/news21,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,news36,News Analytics Data,News,43,0.6108,1.0,3.0,1.3,2025-11-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/news36,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,news38,News Analytic Model Data,News,44,0.5916,1.0,2.0,1.3,2025-11-01,44,1.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/news38,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,news46,Relevant News Analytics Data,News,44,0.6589,0.9507,2.0,1.3,2025-11-01,18,0.409091,2,1,1,https://platform.worldquantbrain.com/data/data-sets/news46,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,news50,Web News Analytics Data,News,81,0.7576,1.0,2.0,1.3,2025-11-01,6,0.074074,2,1,1,https://platform.worldquantbrain.com/data/data-sets/news50,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,news7,Real Time News Feed Data,News,44,0.8411,1.0,1.0,1.3,2025-11-01,52,1.181818,4,1,3,https://platform.worldquantbrain.com/data/data-sets/news7,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,socialmedia12,Sentiment Data for Equity,Social Media,6,0.2837,0.9507,3.0,1.2,2025-11-01,0,0.000000,5,1,4,https://platform.worldquantbrain.com/data/data-sets/socialmedia12,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,earnings6,International Findings Data,Earnings,64,0.0979,0.6621,2.0,1.1,2025-11-01,1,0.015625,1,1,0,https://platform.worldquantbrain.com/data/data-sets/earnings6,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,fundamental17,Direct Fundamental Data,Fundamental,370,0.773,0.9507,1.0,1.1,2025-11-01,178,0.481081,3,0,3,https://platform.worldquantbrain.com/data/data-sets/fundamental17,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,fundamental23,Fundamental Point in Time Data,Fundamental,376,0.7543,1.0,1.0,1.1,2025-11-01,281,0.747340,8,0,8,https://platform.worldquantbrain.com/data/data-sets/fundamental23,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,pv106,Microstructure Spread Data,Price Volume,29,0.9655,1.0,2.0,1.0,2025-11-01,2,0.068966,0,0,0,https://platform.worldquantbrain.com/data/data-sets/pv106,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,pv13,Relationship Data for Equity,Price Volume,50,0.6675,1.0,1.0,1.0,2025-11-01,0,0.000000,0,0,0,https://platform.worldquantbrain.com/data/data-sets/pv13,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,pv30,Alternate Industry Classification,Price Volume,735,0.8993,0.9507,4.0,1.0,2025-11-01,3,0.004082,0,0,0,https://platform.worldquantbrain.com/data/data-sets/pv30,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,pv47,Specific Return Dataset,Price Volume,5,1.0,1.0,1.0,1.0,2025-11-01,55,11.000000,0,0,0,https://platform.worldquantbrain.com/data/data-sets/pv47,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,news_sentiment_dl,Deep Learning News Sentiment Signals,Other,22,0.6936,0.9507,7.0,1.5,2026-02-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/news_sentiment_dl,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,ai_equity_alpha,AI Equity Alpha Forecasts,Model,582,0.9847,0.9507,6.0,1.3,2026-02-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/ai_equity_alpha,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,acquisition_model,Corporate Acquisition Likelihood Model,Other,15,0.9177,0.9507,6.0,1.5,2026-03-01,1,0.066667,1,1,0,https://platform.worldquantbrain.com/data/data-sets/acquisition_model,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,ai_news_scores,AI News Sentiment Scores,Other,105,0.5007,0.9003,7.0,1.5,2026-03-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/ai_news_scores,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,analyst15,Earnings forecasts,Analyst,1437,0.3947,1.0,1.0,1.5,2026-03-01,53,0.036882,1,1,0,https://platform.worldquantbrain.com/data/data-sets/analyst15,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,analyst37,Japan Analyst Estimate Data,Analyst,119,0.2897,0.9507,4.0,1.5,2026-03-01,17,0.142857,1,1,0,https://platform.worldquantbrain.com/data/data-sets/analyst37,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,analyst4,Analyst Estimate Data for Equity,Analyst,291,0.4984,1.0,1.0,1.5,2026-03-01,86,0.295533,2,1,1,https://platform.worldquantbrain.com/data/data-sets/analyst4,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,analyst69,Fundamental Analyst Estimates,Analyst,992,0.8154,1.0,1.0,1.5,2026-03-01,38,0.038306,1,1,0,https://platform.worldquantbrain.com/data/data-sets/analyst69,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,analyst72,Corporate Earning Estimates Data,Analyst,52,0.2909,1.0,6.0,1.5,2026-03-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/analyst72,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,analyst_base_ref,Analyst Estimates Base Reference,Analyst,14,0.7328,0.9507,5.0,1.5,2026-03-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/analyst_base_ref,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,analyst_consensus,Standardized Analyst Consensus Forecasts,Analyst,2372,0.6397,1.0,6.0,1.5,2026-03-01,2,0.000843,1,1,0,https://platform.worldquantbrain.com/data/data-sets/analyst_consensus,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,analyst_factor_signals,Global Analyst Factor Signals,Analyst,59,0.5252,0.9507,5.0,1.5,2026-03-01,1,0.016949,1,1,0,https://platform.worldquantbrain.com/data/data-sets/analyst_factor_signals,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,corporate_news_index,Timely Corporate News Index,Other,4,0.3456,0.4096,10.0,1.5,2026-03-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/corporate_news_index,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,dl_riskfree_returns,Deep Learning Risk Free Returns,Other,57,1.0,0.9507,4.0,1.5,2026-03-01,87,1.526316,1,1,0,https://platform.worldquantbrain.com/data/data-sets/dl_riskfree_returns,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,equity_forum_data,International Equity Forum Activity,Other,8,0.4077,0.9507,10.0,1.5,2026-03-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/equity_forum_data,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,insider_feats,Global Insider Transaction Features,Other,33,0.334,0.9507,7.0,1.5,2026-03-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/insider_feats,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,ml_factor_proj,Machine Learning Factor Projections,Other,333,1.0,0.9507,6.0,1.5,2026-03-01,3,0.009009,1,1,0,https://platform.worldquantbrain.com/data/data-sets/ml_factor_proj,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,news_sentiment_nlp,News Sentiment Signal Features,Other,23,0.6754,1.0,9.0,1.5,2026-03-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/news_sentiment_nlp,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,other250,details data,Other,9,0.2686,0.9507,7.0,1.5,2026-03-01,1,0.111111,1,1,0,https://platform.worldquantbrain.com/data/data-sets/other250,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,other455,Relationship enhanced with AI/ML,Other,1500,0.8131,1.0,4.0,1.5,2026-03-01,27,0.018000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/other455,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,other546,Institutional Network Analysis Dataset,Other,10,0.5787,0.9507,6.0,1.5,2026-03-01,0,0.000000,1,1,0,https://platform.worldquantbrain.com/data/data-sets/other546,2026-07-17T14:13:02+00:00
