scope_key,dataset_id,dataset_name,resource_urls,economic_logic,field_keywords,field_pairings,operator_skeletons,windows,direction,success_experience,failure_experience,crowding_reminders,evidence_resource_count,evidence_status,scraped_at
ASI_D1_TOP500,news29,Significant Developments Data,https://support.worldquantbrain.com/hc/en-us/community/posts/25238147879319-Getting-started-with-News-Datasets,"When integrated with stock prices, news data can offer a deeper understanding of market behaviors and trends. - By carefully analyzing and utilizing news data, investors can gain valuable insights into market trends and make more informed decisions. | Examples of Alpha Ideas: - News (or event) datasets: These datasets contain data fields regarding the change in price or volume in response to a news event. | To filter this noise, we recommend employing operations such as winsorizing, truncating, or left/right tail filtering. - Signal regularization: Further regularization of signals tends to improve the performance of such an Alpha. | Associating these directions with closing prices or returns can help integrate the impact of news on stock prices.",news | earnings | price | volume | returns | sentiment,,,,,"When integrated with stock prices, news data can offer a deeper understanding of market behaviors and trends. - By carefully analyzing and utilizing news data, investors can gain valuable insights into market trends and make more informed decisions. | To filter this noise, we recommend employing operations such as winsorizing, truncating, or left/right tail filtering. - Signal regularization: Further regularization of signals tends to improve the performance of such an Alpha.",,,1,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,predictive_starmine,Predictive Analyst-Company Signal Set,https://support.worldquantbrain.com/hc/en-us/community/posts/25238147759383-Getting-started-with-Model-Datasets,"Therefore, sector and industry neutralizations are preferred for these. - Since model datasets may be direct or indirect predictors of returns, you can take the correlation of data fields with close price or returns to judge its potential predictive power and create Alphas. | Example Alphas: - Example Alpha Idea 1: Fields based on Earnings Surprise, Earnings Growth, Cash Flow etc. tend to be highly predictive indicators of future returns. | Time series analysis using 'ts_rank' or 'ts_zscore' should help in developing good Alphas. | In some cases, analyzing these scores across large time periods can give insights about the trend of these scores, which can then be useful to write good Alphas.",industry | returns | price | earnings | growth | cash flow | estimate | value | forecast | volume | quality | analyst,,rank | ts_corr | ts_co_skewness | group_rank | group_neutralize | group_normalize | group_zscore | ts_rank,,,,,"You can use common time series operations like rank, z-score, or measuring the delta of the fields. - Measuring the time series correlation as well as co-skewness can yield good signals for model data fields. | Therefore, sector and industry neutralizations are preferred for these. - Since model datasets may be direct or indirect predictors of returns, you can take the correlation of data fields with close price or returns to judge its potential predictive power and create Alphas. | Country and sector neutralizations generally work well, though we recommend you to try other groups as well Since some fields of model datasets can be direct/indirect predictors of returns, you can take correlation of it with returns/close to assess its potential predictive power. - Fields based on Earnings Surprise, Earnings Growth, Cash Flow etc. tend to be highly predictive indicators of future returns.",1,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,price_signal_dl,Deep Learning Price Signal Dataset,https://support.worldquantbrain.com/hc/en-us/community/posts/25238147759383-Getting-started-with-Model-Datasets,"Therefore, sector and industry neutralizations are preferred for these. - Since model datasets may be direct or indirect predictors of returns, you can take the correlation of data fields with close price or returns to judge its potential predictive power and create Alphas. | Example Alphas: - Example Alpha Idea 1: Fields based on Earnings Surprise, Earnings Growth, Cash Flow etc. tend to be highly predictive indicators of future returns. | Time series analysis using 'ts_rank' or 'ts_zscore' should help in developing good Alphas. | In some cases, analyzing these scores across large time periods can give insights about the trend of these scores, which can then be useful to write good Alphas.",industry | returns | price | earnings | growth | cash flow | estimate | value | forecast | volume | quality | analyst,,rank | ts_corr | ts_co_skewness | group_rank | group_neutralize | group_normalize | group_zscore | ts_rank,,,,,"You can use common time series operations like rank, z-score, or measuring the delta of the fields. - Measuring the time series correlation as well as co-skewness can yield good signals for model data fields. | Therefore, sector and industry neutralizations are preferred for these. - Since model datasets may be direct or indirect predictors of returns, you can take the correlation of data fields with close price or returns to judge its potential predictive power and create Alphas. | Country and sector neutralizations generally work well, though we recommend you to try other groups as well Since some fields of model datasets can be direct/indirect predictors of returns, you can take correlation of it with returns/close to assess its potential predictive power. - Fields based on Earnings Surprise, Earnings Growth, Cash Flow etc. tend to be highly predictive indicators of future returns.",1,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,quant_factor_lib,Multi-Domain Quantitative Factor Library,https://support.worldquantbrain.com/hc/en-us/community/posts/25238147759383-Getting-started-with-Model-Datasets,"Therefore, sector and industry neutralizations are preferred for these. - Since model datasets may be direct or indirect predictors of returns, you can take the correlation of data fields with close price or returns to judge its potential predictive power and create Alphas. | Example Alphas: - Example Alpha Idea 1: Fields based on Earnings Surprise, Earnings Growth, Cash Flow etc. tend to be highly predictive indicators of future returns. | Time series analysis using 'ts_rank' or 'ts_zscore' should help in developing good Alphas. | In some cases, analyzing these scores across large time periods can give insights about the trend of these scores, which can then be useful to write good Alphas.",industry | returns | price | earnings | growth | cash flow | estimate | value | forecast | volume | quality | analyst,,rank | ts_corr | ts_co_skewness | group_rank | group_neutralize | group_normalize | group_zscore | ts_rank,,,,,"You can use common time series operations like rank, z-score, or measuring the delta of the fields. - Measuring the time series correlation as well as co-skewness can yield good signals for model data fields. | Therefore, sector and industry neutralizations are preferred for these. - Since model datasets may be direct or indirect predictors of returns, you can take the correlation of data fields with close price or returns to judge its potential predictive power and create Alphas. | Country and sector neutralizations generally work well, though we recommend you to try other groups as well Since some fields of model datasets can be direct/indirect predictors of returns, you can take correlation of it with returns/close to assess its potential predictive power. - Fields based on Earnings Surprise, Earnings Growth, Cash Flow etc. tend to be highly predictive indicators of future returns.",1,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,fund_holdings_panel,Global Institutional Fund Holdings,https://support.worldquantbrain.com/hc/en-us/community/posts/25703837047191-Getting-started-with-Institutions-Datasets,"To enhance the risk-adjusted return or 'Sharpe ratio', additional risk neutralization strategies can be employed. | Example Alpha Ideas: - Investments by large institutional investors can occasionally be significant and can be signals to predict returns. | Additionally, sometimes institutions invest high on a stock because they believe its return potential. | To check reliability, the ts_corr of institutions field with returns can be used. - Institutional investors often invest based on sectors/industry/subindustry.",risk | return | returns | industry | analyst,,rank | ts_max | ts_corr | group_neutralize,,,,,,1,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,fundamental109,Japanese Corporate Governance Data,,,,,,,,,,,0,NO_RESOURCES,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,continuation_score,Price Chart Continuation Pattern Similarity,,,,,,,,,,,0,NO_RESOURCES,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,intraday_pv_feats,Daily Intraday Price Volume Features,,,,,,,,,,,0,NO_RESOURCES,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,pattern_scores,Chart Pattern Similarity Scores,,,,,,,,,,,0,NO_RESOURCES,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,pv3,Global Daily Pricing Data,,,,,,,,,,,0,NO_RESOURCES,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,risk60,Securities Lending Insight Data,https://support.worldquantbrain.com/hc/en-us/community/posts/27157459347991-Getting-started-with-Risk-Datasets,"Getting started with Risk Datasets: # Getting started with Risk Datasets Source: https://support.worldquantbrain.com/hc/en-us/community/posts/27157459347991-Getting-started-with-Risk-Datasets Tips for getting started with [Risk](https://platform.worldquantbrain.com/data/data-sets?category=risk) Datasets: - Risk factors are variables that influence the returns of assets. | Common examples include market returns, interest rates, inflation rates, or industry-specific influences. | These factors can be: Systematic: Affecting the entire market (e.g., market returns, interest rates). | Idiosyncratic: Specific to individual assets (e.g., company-specific news). - Systematic: Affecting the entire market (e.g., market returns, interest rates). - Idiosyncratic: Specific to individual assets (e.g., company-specific news). - Factor Models, such as the Capital Asset Pricing Model (CAPM) and the Fama-French Three-Factor Model, explain asset returns based on exposure to various risk factors.",risk | returns | industry | news | return | earnings | growth | quality | beta,,,,"This approach helps you maintain diversity in your Alpha pool and avoid over-reliance on a few specific factors. - To leverage factor loadings and enhance returns, consider the following strategy: During periods of healthy earnings growth, go long on stocks with high loadings on the earnings quality factor. | This approach may potentially lead to higher returns by focusing on stocks that benefit from strong earnings quality. | To leverage factor loadings and enhance returns, consider the following strategy: During periods of healthy earnings growth, go long on stocks with high loadings on the earnings quality factor.",They provide valuable information for controlling risk exposure in your Alphas.,"This approach helps you maintain diversity in your Alpha pool and avoid over-reliance on a few specific factors. - To leverage factor loadings and enhance returns, consider the following strategy: During periods of healthy earnings growth, go long on stocks with high loadings on the earnings quality factor.",,1,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,risk70,Multi-Factor Model,https://support.worldquantbrain.com/hc/en-us/community/posts/27157459347991-Getting-started-with-Risk-Datasets,"Getting started with Risk Datasets: # Getting started with Risk Datasets Source: https://support.worldquantbrain.com/hc/en-us/community/posts/27157459347991-Getting-started-with-Risk-Datasets Tips for getting started with [Risk](https://platform.worldquantbrain.com/data/data-sets?category=risk) Datasets: - Risk factors are variables that influence the returns of assets. | Common examples include market returns, interest rates, inflation rates, or industry-specific influences. | These factors can be: Systematic: Affecting the entire market (e.g., market returns, interest rates). | Idiosyncratic: Specific to individual assets (e.g., company-specific news). - Systematic: Affecting the entire market (e.g., market returns, interest rates). - Idiosyncratic: Specific to individual assets (e.g., company-specific news). - Factor Models, such as the Capital Asset Pricing Model (CAPM) and the Fama-French Three-Factor Model, explain asset returns based on exposure to various risk factors.",risk | returns | industry | news | return | earnings | growth | quality | beta,,,,"This approach helps you maintain diversity in your Alpha pool and avoid over-reliance on a few specific factors. - To leverage factor loadings and enhance returns, consider the following strategy: During periods of healthy earnings growth, go long on stocks with high loadings on the earnings quality factor. | This approach may potentially lead to higher returns by focusing on stocks that benefit from strong earnings quality. | To leverage factor loadings and enhance returns, consider the following strategy: During periods of healthy earnings growth, go long on stocks with high loadings on the earnings quality factor.",They provide valuable information for controlling risk exposure in your Alphas.,"This approach helps you maintain diversity in your Alpha pool and avoid over-reliance on a few specific factors. - To leverage factor loadings and enhance returns, consider the following strategy: During periods of healthy earnings growth, go long on stocks with high loadings on the earnings quality factor.",,1,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,risk72,Specific return of extended factors,https://support.worldquantbrain.com/hc/en-us/community/posts/27157459347991-Getting-started-with-Risk-Datasets,"Getting started with Risk Datasets: # Getting started with Risk Datasets Source: https://support.worldquantbrain.com/hc/en-us/community/posts/27157459347991-Getting-started-with-Risk-Datasets Tips for getting started with [Risk](https://platform.worldquantbrain.com/data/data-sets?category=risk) Datasets: - Risk factors are variables that influence the returns of assets. | Common examples include market returns, interest rates, inflation rates, or industry-specific influences. | These factors can be: Systematic: Affecting the entire market (e.g., market returns, interest rates). | Idiosyncratic: Specific to individual assets (e.g., company-specific news). - Systematic: Affecting the entire market (e.g., market returns, interest rates). - Idiosyncratic: Specific to individual assets (e.g., company-specific news). - Factor Models, such as the Capital Asset Pricing Model (CAPM) and the Fama-French Three-Factor Model, explain asset returns based on exposure to various risk factors.",risk | returns | industry | news | return | earnings | growth | quality | beta,,,,"This approach helps you maintain diversity in your Alpha pool and avoid over-reliance on a few specific factors. - To leverage factor loadings and enhance returns, consider the following strategy: During periods of healthy earnings growth, go long on stocks with high loadings on the earnings quality factor. | This approach may potentially lead to higher returns by focusing on stocks that benefit from strong earnings quality. | To leverage factor loadings and enhance returns, consider the following strategy: During periods of healthy earnings growth, go long on stocks with high loadings on the earnings quality factor.",They provide valuable information for controlling risk exposure in your Alphas.,"This approach helps you maintain diversity in your Alpha pool and avoid over-reliance on a few specific factors. - To leverage factor loadings and enhance returns, consider the following strategy: During periods of healthy earnings growth, go long on stocks with high loadings on the earnings quality factor.",,1,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,univ1,Universe Dataset,,,,,,,,,,,0,NO_RESOURCES,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,analyst10,Performance-Weighted Analyst Estimates,https://support.worldquantbrain.com/hc/en-us/community/posts/25238159368215-Getting-started-with-Analyst-Datasets,"For this purpose, you can use the ts_delta operator. - General guidance for using the group operators on model data fields includes trying the following: group_rank, group_neutralize, group_normalize, and group_zscore. - Since some analyst datasets indirectly seeks to predict returns, you can assess their potential predictive power by taking the correlation of data fields with returns/close prices. - Analyst datasets can be large and serve as signals that seeks to predict potential returns. | Example Alpha Ideas: - Check differences between estimates of long-term versus short-term horizons, and set reversal or momentum signals based on which time horizon is higher. | The same idea can apply to comparisons between estimates and actuals. - Assign Alphas based directly on the estimates, or delta(estimates), or correlation(estimates, returns on the same horizon). - Assign Alphas in the event of high dispersion among estimates or estimates of different time horizons.",analyst | sentiment | returns | momentum | estimate,"Example Alpha Ideas: - Check differences between estimates of long-term versus short-term horizons, and set reversal or momentum signals based on which time horizon is higher. | The same idea can apply to comparisons between estimates and actuals. - Assign Alphas based directly on the estimates, or delta(estimates), or correlation(estimates, returns on the same horizon). - Assign Alphas in the event of high dispersion among estimates or estimates of different time horizons.",ts_rank | zscore | rank | ts_delta | group_rank | group_neutralize | group_normalize | group_zscore,,"Example Alpha Ideas: - Check differences between estimates of long-term versus short-term horizons, and set reversal or momentum signals based on which time horizon is higher.",,,"For this purpose, you can use the ts_delta operator. - General guidance for using the group operators on model data fields includes trying the following: group_rank, group_neutralize, group_normalize, and group_zscore. - Since some analyst datasets indirectly seeks to predict returns, you can assess their potential predictive power by taking the correlation of data fields with returns/close prices. - Analyst datasets can be large and serve as signals that seeks to predict potential returns. | The same idea can apply to comparisons between estimates and actuals. - Assign Alphas based directly on the estimates, or delta(estimates), or correlation(estimates, returns on the same horizon). - Assign Alphas in the event of high dispersion among estimates or estimates of different time horizons.",1,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,event_relation,Text-Based Event Relationship Analysis,https://support.worldquantbrain.com/hc/en-us/community/posts/27493637356439-Getting-started-with-Other-Datasets,"Monitoring equity flow helps investors understand market sentiment, track trends, and identify potential buying or selling opportunities based on fund movements in the market. | Example Alpha ideas: - Positive sentiment in earnings calls often indicates strong future performance, while negative sentiment can signal potential downturns. | Use oth384_presentation_negnum and oth384_presentation_posnum to capture sentiment information in conference call conversations. - Institutional investors have the resources and insights to detect emerging opportunities and risks. | Institutional investors have the resources and insights to detect emerging opportunities and risks.",news | earnings | sentiment | volume,,,,"Example Alpha ideas: - Positive sentiment in earnings calls often indicates strong future performance, while negative sentiment can signal potential downturns. | Positive sentiment in earnings calls often indicates strong future performance, while negative sentiment can signal potential downturns.",,,,1,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,mmp_nlp_sentiment,Multilingual NLP News Sentiment Signals,https://support.worldquantbrain.com/hc/en-us/community/posts/27493637356439-Getting-started-with-Other-Datasets,"Monitoring equity flow helps investors understand market sentiment, track trends, and identify potential buying or selling opportunities based on fund movements in the market. | Example Alpha ideas: - Positive sentiment in earnings calls often indicates strong future performance, while negative sentiment can signal potential downturns. | Use oth384_presentation_negnum and oth384_presentation_posnum to capture sentiment information in conference call conversations. - Institutional investors have the resources and insights to detect emerging opportunities and risks. | Institutional investors have the resources and insights to detect emerging opportunities and risks.",news | earnings | sentiment | volume,,,,"Example Alpha ideas: - Positive sentiment in earnings calls often indicates strong future performance, while negative sentiment can signal potential downturns. | Positive sentiment in earnings calls often indicates strong future performance, while negative sentiment can signal potential downturns.",,,,1,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,global_seasonal_model,Global Seasonal Regime Return Signals,https://support.worldquantbrain.com/hc/en-us/community/posts/25238147759383-Getting-started-with-Model-Datasets,"Therefore, sector and industry neutralizations are preferred for these. - Since model datasets may be direct or indirect predictors of returns, you can take the correlation of data fields with close price or returns to judge its potential predictive power and create Alphas. | Example Alphas: - Example Alpha Idea 1: Fields based on Earnings Surprise, Earnings Growth, Cash Flow etc. tend to be highly predictive indicators of future returns. | Time series analysis using 'ts_rank' or 'ts_zscore' should help in developing good Alphas. | In some cases, analyzing these scores across large time periods can give insights about the trend of these scores, which can then be useful to write good Alphas.",industry | returns | price | earnings | growth | cash flow | estimate | value | forecast | volume | quality | analyst,,rank | ts_corr | ts_co_skewness | group_rank | group_neutralize | group_normalize | group_zscore | ts_rank,,,,,"You can use common time series operations like rank, z-score, or measuring the delta of the fields. - Measuring the time series correlation as well as co-skewness can yield good signals for model data fields. | Therefore, sector and industry neutralizations are preferred for these. - Since model datasets may be direct or indirect predictors of returns, you can take the correlation of data fields with close price or returns to judge its potential predictive power and create Alphas. | Country and sector neutralizations generally work well, though we recommend you to try other groups as well Since some fields of model datasets can be direct/indirect predictors of returns, you can take correlation of it with returns/close to assess its potential predictive power. - Fields based on Earnings Surprise, Earnings Growth, Cash Flow etc. tend to be highly predictive indicators of future returns.",1,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,model219,Canadian Equity Quantitative Models,https://support.worldquantbrain.com/hc/en-us/community/posts/25238147759383-Getting-started-with-Model-Datasets,"Therefore, sector and industry neutralizations are preferred for these. - Since model datasets may be direct or indirect predictors of returns, you can take the correlation of data fields with close price or returns to judge its potential predictive power and create Alphas. | Example Alphas: - Example Alpha Idea 1: Fields based on Earnings Surprise, Earnings Growth, Cash Flow etc. tend to be highly predictive indicators of future returns. | Time series analysis using 'ts_rank' or 'ts_zscore' should help in developing good Alphas. | In some cases, analyzing these scores across large time periods can give insights about the trend of these scores, which can then be useful to write good Alphas.",industry | returns | price | earnings | growth | cash flow | estimate | value | forecast | volume | quality | analyst,,rank | ts_corr | ts_co_skewness | group_rank | group_neutralize | group_normalize | group_zscore | ts_rank,,,,,"You can use common time series operations like rank, z-score, or measuring the delta of the fields. - Measuring the time series correlation as well as co-skewness can yield good signals for model data fields. | Therefore, sector and industry neutralizations are preferred for these. - Since model datasets may be direct or indirect predictors of returns, you can take the correlation of data fields with close price or returns to judge its potential predictive power and create Alphas. | Country and sector neutralizations generally work well, though we recommend you to try other groups as well Since some fields of model datasets can be direct/indirect predictors of returns, you can take correlation of it with returns/close to assess its potential predictive power. - Fields based on Earnings Surprise, Earnings Growth, Cash Flow etc. tend to be highly predictive indicators of future returns.",1,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,model25,Earnings Quality,https://support.worldquantbrain.com/hc/en-us/community/posts/25238147759383-Getting-started-with-Model-Datasets;https://support.worldquantbrain.com/hc/en-us/community/posts/14023446088599-Research-Paper-Using-Partial-Least-Squares-in-Archival-Accounting-Research-An-Application-to-Earnings-Quality-Measuring,"Therefore, sector and industry neutralizations are preferred for these. - Since model datasets may be direct or indirect predictors of returns, you can take the correlation of data fields with close price or returns to judge its potential predictive power and create Alphas. | Example Alphas: - Example Alpha Idea 1: Fields based on Earnings Surprise, Earnings Growth, Cash Flow etc. tend to be highly predictive indicators of future returns. | Time series analysis using 'ts_rank' or 'ts_zscore' should help in developing good Alphas. | In some cases, analyzing these scores across large time periods can give insights about the trend of these scores, which can then be useful to write good Alphas.",industry | returns | price | earnings | growth | cash flow | estimate | value | forecast | volume | quality | analyst,,rank | ts_corr | ts_co_skewness | group_rank | group_neutralize | group_normalize | group_zscore | ts_rank,,,,,"You can use common time series operations like rank, z-score, or measuring the delta of the fields. - Measuring the time series correlation as well as co-skewness can yield good signals for model data fields. | Therefore, sector and industry neutralizations are preferred for these. - Since model datasets may be direct or indirect predictors of returns, you can take the correlation of data fields with close price or returns to judge its potential predictive power and create Alphas. | Country and sector neutralizations generally work well, though we recommend you to try other groups as well Since some fields of model datasets can be direct/indirect predictors of returns, you can take correlation of it with returns/close to assess its potential predictive power. - Fields based on Earnings Surprise, Earnings Growth, Cash Flow etc. tend to be highly predictive indicators of future returns.",2,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,socialmedia32,socialmedia discussion,https://support.worldquantbrain.com/hc/en-us/community/posts/25297889562135-Getting-started-with-Social-Media-Datasets,"Example Alpha Ideas: - Long / short stocks with positive / negative sentiment, filtering out days and stocks with low sentiment volume. - Use sentiment volume as a proxy for market's attention to a stock. | This could be used directly as a stock returns predictor or a condition in trade_when. - For vector data fields, experiment with other vector operators like vec_max, vec_min, or vec_range to retrieve different information from the vector data rather than simply using vec_avg.",news | sentiment | volume | price | margin | returns,,ts_decay_linear | ts_decay_exp_window | trade_when | vec_max | vec_min | vec_range | vec_avg,63 days,"Example Alpha Ideas: - Long / short stocks with positive / negative sentiment, filtering out days and stocks with low sentiment volume. - Use sentiment volume as a proxy for market's attention to a stock.",,,,1,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,fundamental31,Additional Factor Model,,,,,,,,,,,0,NO_RESOURCES,2026-07-17T14:13:02+00:00
ASI_D1_TOP500,pv1,Price Volume Data for Equity,https://support.worldquantbrain.com/hc/en-us/community/posts/17609946232983-Research-Paper-54-Cross-Impact-in-Derivative-Markets;https://support.worldquantbrain.com/hc/en-us/community/posts/17610752344343-Research-Paper-55-Implied-Equity-Duration-A-Measure-of-Pandemic-Shutdown-Risk;https://support.worldquantbrain.com/hc/en-us/community/posts/17611008214679-Research-Paper-60-Are-Stock-Market-Anomalies-Anomalous-After-All;https://support.worldquantbrain.com/hc/en-us/community/posts/16412807448599-Research-Paper-73-Uncertainty-Resolution-Before-Earnings-Announcements;https://support.worldquantbrain.com/hc/en-us/community/posts/16412786972311-Research-Paper-74-Price-In-efficiency-wrt-Firm-Specific-Information-and-Anomalies;https://support.worldquantbrain.com/hc/en-us/community/posts/24095780017303-Research-Paper-76-Value-and-momentum-everywhere;https://support.worldquantbrain.com/hc/en-us/community/posts/24988170282391-Research-Paper-77-Are-Online-Job-Postings-Informative-to-Investors;https://support.worldquantbrain.com/hc/en-us/community/posts/25402187622807-Research-Paper-79-Forecasting-Default-with-the-Kmv-Merton-Model;https://support.worldquantbrain.com/hc/en-us/community/posts/25238147759383-Getting-started-with-Model-Datasets;https://support.worldquantbrain.com/hc/en-us/community/posts/14830168587287-Research-Paper-Overnight-Returns-Daytime-Reversals-and-Future-Stock-Returns;https://support.worldquantbrain.com/hc/en-us/community/posts/13954113156503-Research-Paper-01-The-Momentum-of-News;https://support.worldquantbrain.com/hc/en-us/community/posts/14302034193687-Research-Paper-02-Tomorrow-s-Fish-and-Chip-Paper-Slowly-incorporated-News-and-the-Cross-section-of-Stock-Returns;https://support.worldquantbrain.com/hc/en-us/community/posts/14626658089495-Research-Paper-03-Cross-Firm-Information-Flows-and-the-Predictability-of-Stock-Returns;https://support.worldquantbrain.com/hc/en-us/community/posts/15236009752215-Research-Paper-05-Predictability-of-Industry-Returns-After-M-A-Announcements;https://support.worldquantbrain.com/hc/en-us/community/posts/15602317429655-Research-Paper-07-Relative-Strength-Strategies-for-Investing;https://support.worldquantbrain.com/hc/en-us/community/posts/15765182114071-Research-Paper-08-Good-Volatility-Bad-Volatility-and-the-Cross-Section-of-Stock-Returns;https://support.worldquantbrain.com/hc/en-us/community/posts/15465017312535-Research-Paper-09-The-Invisible-Burden;https://support.worldquantbrain.com/hc/en-us/community/posts/15465061985047-Research-Paper-10-Disagreement-in-Option-Market-and-Cross-Section-Stock-Returns;https://support.worldquantbrain.com/hc/en-us/community/posts/15465067937687-Research-Paper-14-What-Insiders-Know-About-Future-Earnings-and-How-They-Use-it-Evidence-from-Insider-Trades,"We show that implied equity duration has a strong positive relation to US equity returns and analyst forecast revisions during the onset of the 2020 COVID-19 shutdown. | Our approach is nonparametric and does not rely on any assumption of return distribution and investor risk preferences. | It depends on the whole distribution of returns, rather than only on the first two moments. | We propose that uncertainty resolution before the announcement leads to the large pre-announcement returns, and test the uncertainty resolution hypothesis in the cross section.",price | liquidity | volatility | risk | returns | analyst | forecast | value | news | return | earnings | announcement,"The crossover interaction term between the anomaly variable and PEFI completely subsumes the return predictability of more than 70 percent of anomaly variables that still predict returns in recent data and significantly weakens the return predictability for an additional 10 percent. | Slowly incorporated News and the Cross-section of Stock Returns Source: https://support.worldquantbrain.com/hc/en-us/community/posts/14302034193687-Research-Paper-02-Tomorrow-s-Fish-and-Chip-Paper-Slowly-incorporated-News-and-the-Cross-section-of-Stock-Returns Abstract : The link between news and investor decision making is widely discussed in the literature. | Utilizing unique U.S.firm-level news data between 1979 and 2016, we document a cross-sectional difference in the speed of the diffusion of information contained in news.",rank | ts_corr | ts_co_skewness | group_rank | group_neutralize | group_normalize | group_zscore | ts_rank,,"Using E-Mini futures and options along with VIX futures, we provide empirical evidence that the price formation process from order flows on derivatives is driven by cross-impact and confirm that the simple Kyle cross-impact model is successful at capturing parsimoniously such empirical phenomenology. | Pandemic shutdowns primarily impact short-term cash flows, thus they have a greater impact on low duration equities. | We show that implied equity duration has a strong positive relation to US equity returns and analyst forecast revisions during the onset of the 2020 COVID-19 shutdown.","Using E-Mini futures and options along with VIX futures, we provide empirical evidence that the price formation process from order flows on derivatives is driven by cross-impact and confirm that the simple Kyle cross-impact model is successful at capturing parsimoniously such empirical phenomenology. | Value and momentum return correlate more strongly across asset classes than passive exposures to the asset classes, but value and momentum are negatively correlated with each other, both within and across asset classes. | This abnormal return cannot be explained by other well-known risk factors and is robust when allowing for trading costs.","The crossover interaction term between the anomaly variable and PEFI completely subsumes the return predictability of more than 70 percent of anomaly variables that still predict returns in recent data and significantly weakens the return predictability for an additional 10 percent. | Implied default probabilities from credit default swaps and corporate bond yield spreads are only weakly correlated with KMV-Merton default probabilities after adjusting for agency ratings, bond characteristics, and our alternative predictor. | Specifically, industries that experience positive average announcement reactions continue to do well in the future, while industries that experience negative average announcement reactions continue to do poorly.","You can use common time series operations like rank, z-score, or measuring the delta of the fields. - Measuring the time series correlation as well as co-skewness can yield good signals for model data fields. | Therefore, sector and industry neutralizations are preferred for these. - Since model datasets may be direct or indirect predictors of returns, you can take the correlation of data fields with close price or returns to judge its potential predictive power and create Alphas. | Country and sector neutralizations generally work well, though we recommend you to try other groups as well Since some fields of model datasets can be direct/indirect predictors of returns, you can take correlation of it with returns/close to assess its potential predictive power. - Fields based on Earnings Surprise, Earnings Growth, Cash Flow etc. tend to be highly predictive indicators of future returns.",19,EVIDENCE_EXTRACTED,2026-07-17T14:13:02+00:00
