dataset_id,dataset_name,dataset_category,field_count,coverage,date_coverage,value_score,pyramid_multiplier,date_updated,variant_id,variant_path,variant_evidence
chart_return_model,Deep Learning Chart Return Prediction,Price Volume,8,0.9875,0.9507,4.0,1.4,2026-03-01,chart_return_model__fc8,reports/data_fields/all_scopes/variants/chart_return_model__fc8.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
earnings11,Earnings Call Transcript Data,Earnings,35,0.5132,0.9507,2.0,1.4,2025-10-01,earnings11__fc35,reports/data_fields/all_scopes/variants/earnings11__fc35.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
earnings_sent_matrix,Global Earnings Call Sentiment Matrix,Earnings,7,0.5067,1.0,3.0,1.4,2026-03-01,earnings_sent_matrix__fc7,reports/data_fields/all_scopes/variants/earnings_sent_matrix__fc7.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
equity_forum_data,International Equity Forum Activity,Other,8,0.4062,0.9507,7.0,1.7,2026-03-01,equity_forum_data__fc8,reports/data_fields/all_scopes/variants/equity_forum_data__fc8.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
event_sentiment_signals,Corporate Event Sentiment Signals,Other,26,0.3571,0.9507,6.0,1.7,2026-03-01,event_sentiment_signals__fc26,reports/data_fields/all_scopes/variants/event_sentiment_signals__fc26.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fund_holdings_panel,Global Institutional Fund Holdings,Institutions,30,0.8805,0.8992,5.0,1.5,2026-03-01,fund_holdings_panel__fc30,reports/data_fields/all_scopes/variants/fund_holdings_panel__fc30.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental21,ESG Scores Data,Fundamental,35,0.4608,1.0,4.0,1.3,2022-10-01,fundamental21__fc35,reports/data_fields/all_scopes/variants/fundamental21__fc35.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental23,Fundamental Point in Time Data,Fundamental,64,0.7993,1.0,1.0,1.3,2025-11-01,fundamental23__fc64,reports/data_fields/all_scopes/variants/fundamental23__fc64.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
fundamental45,Systematic mining of earnings calls data,Fundamental,12,0.623,0.9507,3.0,1.3,2026-03-01,fundamental45__fc12,reports/data_fields/all_scopes/variants/fundamental45__fc12.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
imbalance5,Oil Price Resilience Scores,Imbalance,2,0.5547,0.9507,1.0,1.0,2023-11-01,imbalance5__fc2,reports/data_fields/all_scopes/variants/imbalance5__fc2.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
insider_agg_matrix,Smart Insider Transaction Aggregates,Insiders,34,0.6117,0.9507,4.0,1.4,2026-03-01,insider_agg_matrix__fc34,reports/data_fields/all_scopes/variants/insider_agg_matrix__fc34.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
insider_feats,Global Insider Transaction Features,Other,118,0.5447,0.9507,6.0,1.7,2026-03-01,insider_feats__fc118,reports/data_fields/all_scopes/variants/insider_feats__fc118.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
insider_matrix,Aggregated Insider Transaction Matrix,Other,33,0.5742,0.9507,6.0,1.7,2026-03-01,insider_matrix__fc33,reports/data_fields/all_scopes/variants/insider_matrix__fc33.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
insider_trx_matrix,Global Insider Transaction Aggregates,Other,33,0.6112,0.9507,6.0,1.7,2026-03-01,insider_trx_matrix__fc33,reports/data_fields/all_scopes/variants/insider_trx_matrix__fc33.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
insiders1,Global Insider Trading Data,Insiders,9,0.5512,0.9507,2.0,1.4,2025-10-01,insiders1__fc9,reports/data_fields/all_scopes/variants/insiders1__fc9.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
london_sentiment,London Stock Sentiment Signals,Model,7,0.1634,0.836,6.0,1.7,2026-03-01,london_sentiment__fc7,reports/data_fields/all_scopes/variants/london_sentiment__fc7.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model211,Analyst estimate prediction data,Analyst,17,0.8139,,3.0,1.6,2022-10-01,model211__fc17,reports/data_fields/all_scopes/variants/model211__fc17.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model239,Short Selling Model,Model,14,0.9698,0.9507,4.0,1.7,2026-03-01,model239__fc14,reports/data_fields/all_scopes/variants/model239__fc14.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model253,Event based sentiment and behavioral factors model,Model,2,0.3514,0.9507,5.0,1.7,2025-10-01,model253__fc2,reports/data_fields/all_scopes/variants/model253__fc2.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model262,DNN prediction of fundamentals,Model,510,0.5993,1.0,3.0,1.7,2025-11-01,model262__fc510,reports/data_fields/all_scopes/variants/model262__fc510.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model28,Structural Credit Risk Model,Model,20,0.8386,1.0,3.0,1.7,2026-03-01,model28__fc20,reports/data_fields/all_scopes/variants/model28__fc20.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model307,Global Sales Allocation Model Data,Model,15,0.6243,1.0,4.0,1.7,2026-03-01,model307__fc15,reports/data_fields/all_scopes/variants/model307__fc15.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model313,Intangible Asset Factors,Model,12,0.6742,1.0,3.0,1.7,2025-11-01,model313__fc12,reports/data_fields/all_scopes/variants/model313__fc12.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model37,Text Mining Data,Model,29,0.6994,0.9507,2.0,1.7,2025-11-01,model37__fc29,reports/data_fields/all_scopes/variants/model37__fc29.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model50,International Scorings Data,Model,168,0.8531,1.0,2.0,1.7,2025-10-01,model50__fc168,reports/data_fields/all_scopes/variants/model50__fc168.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
model53,Creditworthiness Risk Measure Model,Model,10,0.9696,1.0,4.0,1.7,2026-03-01,model53__fc10,reports/data_fields/all_scopes/variants/model53__fc10.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news17,PR Edition Data,News,80,0.7741,1.0,2.0,1.6,2026-03-01,news17__fc80,reports/data_fields/all_scopes/variants/news17__fc80.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news18,Ravenpack News Data,News,48,0.8322,1.0,1.0,1.6,2026-03-01,news18__fc48,reports/data_fields/all_scopes/variants/news18__fc48.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news21,Macro Economic Event Data,News,12,0.5149,0.9507,1.0,1.6,2025-11-01,news21__fc12,reports/data_fields/all_scopes/variants/news21__fc12.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news29,Significant Developments Data,News,7,0.6461,1.0,4.0,1.6,2026-03-01,news29__fc7,reports/data_fields/all_scopes/variants/news29__fc7.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news31,News Analytics on Equities,News,15,0.896,,1.0,1.6,2022-08-01,news31__fc15,reports/data_fields/all_scopes/variants/news31__fc15.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news36,News Analytics Data,News,15,0.7714,0.9507,2.0,1.6,2025-11-01,news36__fc15,reports/data_fields/all_scopes/variants/news36__fc15.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news38,News Analytic Model Data,News,7,0.8671,1.0,3.0,1.6,2025-11-01,news38__fc7,reports/data_fields/all_scopes/variants/news38__fc7.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news46,Relevant News Analytics Data,News,20,0.7337,1.0,2.0,1.6,2022-12-01,news46__fc20,reports/data_fields/all_scopes/variants/news46__fc20.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news48,Global Media News Data,News,22,0.6327,0.9507,3.0,1.6,2023-07-01,news48__fc22,reports/data_fields/all_scopes/variants/news48__fc22.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news50,Web News Analytics Data,News,36,0.8215,1.0,2.0,1.6,2022-12-01,news50__fc36,reports/data_fields/all_scopes/variants/news50__fc36.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news59,Corporate Events Data,News,2,0.9508,0.9507,1.0,1.6,2022-12-01,news59__fc2,reports/data_fields/all_scopes/variants/news59__fc2.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news7,Real Time News Feed Data,News,33,0.8882,1.0,1.0,1.6,2026-04-01,news7__fc33,reports/data_fields/all_scopes/variants/news7__fc33.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news73,Story by Story Sentiment,News,22,0.8132,0.9507,3.0,1.6,2023-11-01,news73__fc22,reports/data_fields/all_scopes/variants/news73__fc22.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news77,Earnings Call Transcript Data,Earnings,13,0.5992,1.0,2.0,1.4,2023-07-01,news77__fc13,reports/data_fields/all_scopes/variants/news77__fc13.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news83,Model sentiment dataset,News,1,0.9788,1.0,2.0,1.6,2022-12-01,news83__fc1,reports/data_fields/all_scopes/variants/news83__fc1.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news84,Headline Sentiment Analysis using DNN,News,23,0.6645,1.0,2.0,1.6,2025-10-01,news84__fc23,reports/data_fields/all_scopes/variants/news84__fc23.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news85,News Sentiment Analysis using DNN,News,23,0.7183,1.0,2.0,1.6,2025-10-01,news85__fc23,reports/data_fields/all_scopes/variants/news85__fc23.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
news_sentiment_nlp,News Sentiment Signal Features,Other,23,0.9134,1.0,7.0,1.7,2026-03-01,news_sentiment_nlp__fc23,reports/data_fields/all_scopes/variants/news_sentiment_nlp__fc23.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
order_book_imbalance,Order Book Liquidity and Imbalance Analytics,Other,256,0.2123,0.6837,5.0,1.7,2026-03-01,order_book_imbalance__fc256,reports/data_fields/all_scopes/variants/order_book_imbalance__fc256.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other296,Corporate Earnings Call Sentiment Data,Other,10,0.5631,0.9507,3.0,1.7,2025-11-01,other296__fc10,reports/data_fields/all_scopes/variants/other296__fc10.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other323,Global Equity Premarket Data,Other,7,0.9981,0.9507,3.0,1.7,2022-12-01,other323__fc7,reports/data_fields/all_scopes/variants/other323__fc7.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other384,NLP on conference conversation,Other,66,0.2805,0.9507,5.0,1.7,2025-11-01,other384__fc66,reports/data_fields/all_scopes/variants/other384__fc66.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other432,DNN prediction of fundamentals,Model,371,0.8509,1.0,3.0,1.7,2022-10-01,other432__fc371,reports/data_fields/all_scopes/variants/other432__fc371.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
other699,Individual Investor Transactions Data,Other,13,0.491,0.6999,3.0,1.7,2026-03-01,other699__fc13,reports/data_fields/all_scopes/variants/other699__fc13.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
pv1,Price Volume Data for Equity,Price Volume,21,1.0,1.0,1.0,1.4,2026-04-01,pv1__fc21,reports/data_fields/all_scopes/variants/pv1__fc21.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
pv13,Relationship Data for Equity,Price Volume,3,0.9065,,2.0,1.4,2022-08-01,pv13__fc3,reports/data_fields/all_scopes/variants/pv13__fc3.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
pv17,Intermediate Cluster Groups,Price Volume,3,0.9954,,1.0,1.4,2022-08-01,pv17__fc3,reports/data_fields/all_scopes/variants/pv17__fc3.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
pv173,Corporate Bond Pricing Data,Price Volume,25,0.3885,1.0,4.0,1.4,2026-03-01,pv173__fc25,reports/data_fields/all_scopes/variants/pv173__fc25.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
pv20,Daily Spot and Cross Rate Data,Price Volume,360,0.7875,1.0,2.0,1.4,2026-04-01,pv20__fc360,reports/data_fields/all_scopes/variants/pv20__fc360.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
pv29,Derived Industry Classification,Price Volume,5,0.6689,,1.0,1.4,2022-07-01,pv29__fc5,reports/data_fields/all_scopes/variants/pv29__fc5.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
pv30,Alternate Industry Classification,Price Volume,40,0.8187,,2.0,1.4,2022-07-01,pv30__fc40,reports/data_fields/all_scopes/variants/pv30__fc40.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
pv47,Specific Return Dataset,Price Volume,1,1.0,0.9507,1.0,1.4,2025-11-01,pv47__fc1,reports/data_fields/all_scopes/variants/pv47__fc1.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
pv87,Aggregated dataset,Price Volume,1266,0.5,1.0,2.0,1.4,2023-07-01,pv87__fc1266,reports/data_fields/all_scopes/variants/pv87__fc1266.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
quant_factor_lib,Multi-Domain Quantitative Factor Library,Model,94,0.4486,1.0,7.0,1.7,2026-03-01,quant_factor_lib__fc94,reports/data_fields/all_scopes/variants/quant_factor_lib__fc94.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
risk60,Securities Lending Insight Data,Risk,5,0.8168,0.9507,1.0,1.2,2026-03-01,risk60__fc5,reports/data_fields/all_scopes/variants/risk60__fc5.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
search_interest,Rapid Search Interest Signals,Other,3,0.9095,1.0,4.0,1.7,2025-11-01,search_interest__fc3,reports/data_fields/all_scopes/variants/search_interest__fc3.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
sentiment7,Webpage Views  Data,Sentiment,24,0.0625,1.0,3.0,1.6,2026-03-01,sentiment7__fc24,reports/data_fields/all_scopes/variants/sentiment7__fc24.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
socialmedia12,Sentiment Data for Equity,Social Media,6,0.7837,0.9507,1.0,1.1,2025-11-01,socialmedia12__fc6,reports/data_fields/all_scopes/variants/socialmedia12__fc6.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
univ1,Universe Dataset,Price Volume,6,1.0,1.0,5.0,1.4,2026-03-01,univ1__fc6,reports/data_fields/all_scopes/variants/univ1__fc6.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
univ2,Universe Dataset,Price Volume,1,0.6637,,5.0,1.4,2024-06-01,univ2__fc1,reports/data_fields/all_scopes/variants/univ2__fc1.csv,OFFICIAL_DATASET_FIELDCOUNT_GROUP
