source_path,category,recommended_action,bytes,modified_utc,hash_status,sha256
reports/material_manager_M20260716_78f805.md,GENERATED_HISTORY,INDEX_ONLY,510,2026-07-16T08:43:58+00:00,SKIPPED_INDEX_ONLY,
reports/material_manager_M20260716_7ba6b9.json,GENERATED_HISTORY,INDEX_ONLY,4001,2026-07-16T08:44:00+00:00,SKIPPED_INDEX_ONLY,
reports/material_manager_M20260716_7ba6b9.md,GENERATED_HISTORY,INDEX_ONLY,623,2026-07-16T08:44:00+00:00,SKIPPED_INDEX_ONLY,
reports/material_manager_M20260716_b69448.json,GENERATED_HISTORY,INDEX_ONLY,6300,2026-07-16T08:44:02+00:00,SKIPPED_INDEX_ONLY,
reports/material_manager_M20260716_b69448.md,GENERATED_HISTORY,INDEX_ONLY,510,2026-07-16T08:44:02+00:00,SKIPPED_INDEX_ONLY,
reports/material_manager_M20260716_e5b8a0.json,GENERATED_HISTORY,INDEX_ONLY,4001,2026-07-16T08:44:00+00:00,SKIPPED_INDEX_ONLY,
reports/material_manager_M20260716_e5b8a0.md,GENERATED_HISTORY,INDEX_ONLY,623,2026-07-16T08:44:00+00:00,SKIPPED_INDEX_ONLY,
reports/material_manager_M20260716_f75867.json,GENERATED_HISTORY,INDEX_ONLY,6302,2026-07-16T08:44:04+00:00,SKIPPED_INDEX_ONLY,
reports/material_manager_M20260716_f75867.md,GENERATED_HISTORY,INDEX_ONLY,510,2026-07-16T08:44:04+00:00,SKIPPED_INDEX_ONLY,
skills/brain-alpha-judge/outputs/judge_20260412T104929Z.json,GENERATED_HISTORY,INDEX_ONLY,8158,2026-07-16T11:20:40+00:00,SKIPPED_INDEX_ONLY,
skills/brain-alpha-judge/outputs/judge_20260412T104929Z.md,GENERATED_HISTORY,INDEX_ONLY,4717,2026-07-16T11:20:40+00:00,SKIPPED_INDEX_ONLY,
skills/brain-alpha-judge/outputs/judge_20260416T171903Z.json,GENERATED_HISTORY,INDEX_ONLY,8223,2026-07-16T11:20:40+00:00,SKIPPED_INDEX_ONLY,
skills/brain-alpha-judge/outputs/judge_20260416T171903Z.md,GENERATED_HISTORY,INDEX_ONLY,4772,2026-07-16T11:20:40+00:00,SKIPPED_INDEX_ONLY,
skills/brain-alpha-judge/outputs/judge_20260416T172849Z.json,GENERATED_HISTORY,INDEX_ONLY,24549,2026-07-16T11:20:40+00:00,SKIPPED_INDEX_ONLY,
skills/brain-alpha-judge/outputs/judge_20260416T172849Z.md,GENERATED_HISTORY,INDEX_ONLY,4820,2026-07-16T11:20:40+00:00,SKIPPED_INDEX_ONLY,
skills/brain-alpha-judge/outputs/judge_20260417T041518Z.json,GENERATED_HISTORY,INDEX_ONLY,25596,2026-07-16T11:20:40+00:00,SKIPPED_INDEX_ONLY,
skills/brain-alpha-judge/outputs/judge_20260417T041518Z.md,GENERATED_HISTORY,INDEX_ONLY,5181,2026-07-16T11:20:40+00:00,SKIPPED_INDEX_ONLY,
skills/brain-alpha-judge/outputs/judge_20260417T090047Z.json,GENERATED_HISTORY,INDEX_ONLY,26056,2026-07-16T11:20:40+00:00,SKIPPED_INDEX_ONLY,
skills/brain-alpha-judge/outputs/judge_20260417T090047Z.md,GENERATED_HISTORY,INDEX_ONLY,5285,2026-07-16T11:20:40+00:00,SKIPPED_INDEX_ONLY,
skills/brain-alpha-judge/outputs/judge_20260417T090221Z.json,GENERATED_HISTORY,INDEX_ONLY,26056,2026-07-16T11:20:40+00:00,SKIPPED_INDEX_ONLY,
skills/brain-alpha-judge/outputs/judge_20260417T090221Z.md,GENERATED_HISTORY,INDEX_ONLY,5285,2026-07-16T11:20:40+00:00,SKIPPED_INDEX_ONLY,
skills/brain-alpha-judge/outputs/judge_20260417T094605Z.json,GENERATED_HISTORY,INDEX_ONLY,27179,2026-07-16T11:20:40+00:00,SKIPPED_INDEX_ONLY,
skills/brain-alpha-judge/outputs/judge_20260417T094605Z.md,GENERATED_HISTORY,INDEX_ONLY,5286,2026-07-16T11:20:40+00:00,SKIPPED_INDEX_ONLY,
skills/brain-alpha-judge/outputs/judge_20260417T094952Z.json,GENERATED_HISTORY,INDEX_ONLY,29299,2026-07-16T11:20:40+00:00,SKIPPED_INDEX_ONLY,
skills/brain-alpha-judge/outputs/judge_20260417T094952Z.md,GENERATED_HISTORY,INDEX_ONLY,6725,2026-07-16T11:20:40+00:00,SKIPPED_INDEX_ONLY,
skills/brain-alpha-judge/outputs/judge_20260417T095524Z.json,GENERATED_HISTORY,INDEX_ONLY,29299,2026-07-16T11:20:40+00:00,SKIPPED_INDEX_ONLY,
skills/brain-alpha-judge/outputs/judge_20260417T095652Z.json,GENERATED_HISTORY,INDEX_ONLY,29299,2026-07-16T11:20:40+00:00,SKIPPED_INDEX_ONLY,
skills/brain-alpha-judge/outputs/judge_20260417T095818Z.json,GENERATED_HISTORY,INDEX_ONLY,29299,2026-07-16T11:20:40+00:00,SKIPPED_INDEX_ONLY,
skills/brain-alpha-judge/outputs/judge_20260417T095845Z.json,GENERATED_HISTORY,INDEX_ONLY,29299,2026-07-16T11:20:40+00:00,SKIPPED_INDEX_ONLY,
skills/brain-alpha-judge/outputs/judge_20260417T095845Z.md,GENERATED_HISTORY,INDEX_ONLY,6725,2026-07-16T11:20:40+00:00,SKIPPED_INDEX_ONLY,
skills/brain-alpha-judge/outputs/judge_20260417T100110Z.json,GENERATED_HISTORY,INDEX_ONLY,29299,2026-07-16T11:20:40+00:00,SKIPPED_INDEX_ONLY,
skills/brain-alpha-judge/outputs/judge_20260417T100110Z.md,GENERATED_HISTORY,INDEX_ONLY,6725,2026-07-16T11:20:40+00:00,SKIPPED_INDEX_ONLY,
skills/brain-deep-explore/outputs/loop_state.json,GENERATED_HISTORY,INDEX_ONLY,6819,2026-07-16T11:58:24+00:00,SKIPPED_INDEX_ONLY,
skills/brain-deep-explore/outputs/outputs/progress.txt,GENERATED_HISTORY,INDEX_ONLY,5464,2026-07-16T11:20:42+00:00,SKIPPED_INDEX_ONLY,
skills/brain-enhance-template/outputs/enhance_manual_ct23ultn/fundamental72_GLB_1_idea_1771486940794423301.json,GENERATED_HISTORY,INDEX_ONLY,61,2026-07-16T11:20:44+00:00,SKIPPED_INDEX_ONLY,
skills/brain-enhance-template/outputs/enhance_manual_ct56w7ge/fundamental72_GLB_1_idea_1771486667826420401.json,GENERATED_HISTORY,INDEX_ONLY,61,2026-07-16T11:20:44+00:00,SKIPPED_INDEX_ONLY,
skills/brain-enhance-template/outputs/enhance_manual_e01v3jit/fundamental72_GLB_1_idea_1771486557135480001.json,GENERATED_HISTORY,INDEX_ONLY,61,2026-07-16T11:20:44+00:00,SKIPPED_INDEX_ONLY,
skills/brain-enhance-template/outputs/enhance_manual_e01v3jit/fundamental72_GLB_1_idea_1771486557135480002.json,GENERATED_HISTORY,INDEX_ONLY,62,2026-07-16T11:20:44+00:00,SKIPPED_INDEX_ONLY,
skills/brain-enhance-template/outputs/enhance_manual_um2fusi1/fundamental72_GLB_1_idea_1771486550605942301.json,GENERATED_HISTORY,INDEX_ONLY,78,2026-07-16T11:20:44+00:00,SKIPPED_INDEX_ONLY,
skills/brain-forum-browse/outputs/runs/20260608T173632Z/forum_findings.md,GENERATED_HISTORY,INDEX_ONLY,536,2026-07-16T11:20:46+00:00,SKIPPED_INDEX_ONLY,
skills/brain-forum-browse/outputs/runs/20260608T173632Z/session_plan.md,GENERATED_HISTORY,INDEX_ONLY,487,2026-07-16T11:20:46+00:00,SKIPPED_INDEX_ONLY,
skills/brain-forum-browse/outputs/workspace/action_ledger.json,GENERATED_HISTORY,INDEX_ONLY,256,2026-07-16T11:20:46+00:00,SKIPPED_INDEX_ONLY,
skills/brain-forum-browse/outputs/workspace/external_memory_snapshot.json,GENERATED_HISTORY,INDEX_ONLY,218,2026-07-16T11:20:46+00:00,SKIPPED_INDEX_ONLY,
skills/brain-forum-browse/outputs/workspace/forum_memory.md,GENERATED_HISTORY,INDEX_ONLY,68,2026-07-16T11:20:46+00:00,SKIPPED_INDEX_ONLY,
skills/brain-forum-browse/outputs/workspace/personal_experience_memory.md,GENERATED_HISTORY,INDEX_ONLY,486,2026-07-16T11:20:46+00:00,SKIPPED_INDEX_ONLY,
skills/brain-forum-browse/outputs/workspace/skip_registry.json,GENERATED_HISTORY,INDEX_ONLY,150,2026-07-16T11:20:46+00:00,SKIPPED_INDEX_ONLY,
skills/brain-sim-alphas-batch-track/outputs/README.md,GENERATED_HISTORY,INDEX_ONLY,190,2026-07-16T11:20:48+00:00,SKIPPED_INDEX_ONLY,
skills/brain-sim-alphas-batch-track/outputs/simulation_status.csv,GENERATED_HISTORY,INDEX_ONLY,1533,2026-07-16T11:20:48+00:00,SKIPPED_INDEX_ONLY,
skills/brain-sim-alphas-batch-track/outputs/tasks/sim_1771570420_c4d3bf/meta.json,GENERATED_HISTORY,INDEX_ONLY,1109,2026-07-16T11:58:26+00:00,SKIPPED_INDEX_ONLY,
consultant_capability_profile.json,GOVERNANCE_EVIDENCE,REVIEW_FOR_CURATED_COPY,640,2026-07-16T10:48:34+00:00,SHA256,AC7ECD8C7C2042376820040417BBEB576ED65371054031A93F454C17F2B7FC65
consultant_capability_profile_stage_1x10.json,GOVERNANCE_EVIDENCE,REVIEW_FOR_CURATED_COPY,466,2026-07-16T07:53:36+00:00,SHA256,C4E579B9372D910127290DFF85F90DB0FF6220E1DC1A2AB194563C4E73710615
consultant_capability_profile_stage_1x5.json,GOVERNANCE_EVIDENCE,REVIEW_FOR_CURATED_COPY,465,2026-07-16T07:53:36+00:00,SHA256,113A7039265ECD756531B0FDA5771AFAA041C91D9F4890F8BFFA1B0026108B43
consultant_capability_profile_stage_2x10.json,GOVERNANCE_EVIDENCE,REVIEW_FOR_CURATED_COPY,483,2026-07-16T07:53:36+00:00,SHA256,719323F134F700F21AEA4265C8742152328793BD3710825AA1D488E64B034AF6
consultant_capability_profile_stage_4x10.json,GOVERNANCE_EVIDENCE,REVIEW_FOR_CURATED_COPY,484,2026-07-16T07:53:36+00:00,SHA256,E4045DE6BF5CDEE730D8E83BA2EC398BCF450C93B4BFAA724D837CCCFB7DDF99
consultant_multi_8x10_implementation_report.md,GOVERNANCE_EVIDENCE,REVIEW_FOR_CURATED_COPY,12718,2026-07-16T13:25:58+00:00,SHA256,6FFCA3BFA96CEEB1DE952A7F54DACF7E3416D003E782B6BAF63501E06E0A86BE
reports/LOCAL_SERVER_DATA_AUDIT_20260713.md,GOVERNANCE_EVIDENCE,REVIEW_FOR_CURATED_COPY,6658,2026-07-13T04:33:38+00:00,SHA256,6E0A0D99BCE924388DBBFFB2EE01CB5C176CDBD902988BEE83CC26E8207213E8
reports/audits/DATA_FIELDS_AND_ROOT_CLEANUP_AUDIT_20260716.md,GOVERNANCE_EVIDENCE,REVIEW_FOR_CURATED_COPY,6108,2026-07-16T12:39:14+00:00,SHA256,C50059DC0EB9E177A9F773258A3E71979A60DE28AD02E274025A96F3DD2F6AEB
reports/audits/FOLDER_CLEANUP_AND_DATA_FIELDS_IMPLEMENTATION_20260716.md,GOVERNANCE_EVIDENCE,REVIEW_FOR_CURATED_COPY,4969,2026-07-16T12:36:54+00:00,SHA256,7CFE25C1920FB9E10E5B0EA95650A7DD80791FFC084F870F58B911CFA9E0E8F4
reports/audits/WORLDQUANT_STORAGE_AUDIT_20260630.md,GOVERNANCE_EVIDENCE,REVIEW_FOR_CURATED_COPY,9518,2026-06-30T11:04:34+00:00,SHA256,7D7E03FF6D34BA9DE7854670C7FEE04DD0B8B6099D2780B320CB6537552D27CE
reports/audits/WQ_CONSULTANT_GENIUS_BACKTEST_FRAMEWORK_GAP_REVIEW_20260716.md,GOVERNANCE_EVIDENCE,REVIEW_FOR_CURATED_COPY,23001,2026-07-16T04:46:38+00:00,SHA256,156518D9A7D256483776363F29EAAACBD82E709DB2C939571D24618E436B9153
reports/audits/consultant_system_upgrade_audit.md,GOVERNANCE_EVIDENCE,REVIEW_FOR_CURATED_COPY,32885,2026-07-16T05:08:52+00:00,SHA256,C7E3988E3905477BEF3425C853DCB4B68550AE193CD2AC6F5B472655A784F486
reports/audits/consultant_upgrade_phase_plan.csv,GOVERNANCE_EVIDENCE,REVIEW_FOR_CURATED_COPY,12291,2026-07-16T13:26:16+00:00,SHA256,D68F3CD356CFFED8FE04A7AA32C9AC6D84D609E441CC394B56B6ED2A49849472
reports/consultant_capability_probe_20260716.json,GOVERNANCE_EVIDENCE,REVIEW_FOR_CURATED_COPY,13873,2026-07-16T05:54:18+00:00,SHA256,0A00BDCA30D1348BE1B21D2CFA4A5963541CC2C89243BA5C973ECD9E5BF19423
reports/task_reports/PROJECT_FOLDER_CLEANUP_AUDIT_20260531.md,GOVERNANCE_EVIDENCE,REVIEW_FOR_CURATED_COPY,9350,2026-05-31T14:57:52+00:00,SHA256,559DB9703299765361132E50D261344A1D6EAA9B247D6AA6398012F08A018513
gpt_factor_context_current.md,GPT_CONTEXT,REVIEW_FOR_CURATED_COPY,43244,2026-07-17T04:18:12+00:00,SHA256,64CBB85B9073E0114D13343ED2F83EC2A8CBB1D6B80EF6E2F7127E5238A7A3E8
reports/data_fields/GPT_POWER_POOL_USA_D1_TOP1000_UPLOAD_20260716.zip,GPT_CONTEXT,REVIEW_FOR_CURATED_COPY,298589,2026-07-16T14:44:04+00:00,SHA256,6BF0D3AC53219D220715F4CDB77CF73A9701B1088BEF9F609ADC6D2688332E8F
reports/data_fields/GPT_PROBE_UPLOAD_20260716.zip,GPT_CONTEXT,REVIEW_FOR_CURATED_COPY,298522,2026-07-16T14:30:40+00:00,SHA256,585AA2D8C256AADCBD8A637DD42BA1EEE71364B2506ADC8DB2C14E3C74F493BB
reports/data_fields/GPT_UPLOAD_20260716.zip,GPT_CONTEXT,REVIEW_FOR_CURATED_COPY,1801228,2026-07-16T14:28:54+00:00,SHA256,CCFFE1536BBF00942014BB156948FEB43A6E28D6B2208F9F6CAF320E89084A95
reports/data_fields/gpt_factor_context_current.json,GPT_CONTEXT,REVIEW_FOR_CURATED_COPY,780239,2026-07-16T14:23:20+00:00,SHA256,5699B0C4791CA35CAC6E40F848A11915AFFE06B6F03A1EA2E9DBC51948F894F6
reports/data_fields/gpt_factor_context_current.md,GPT_CONTEXT,REVIEW_FOR_CURATED_COPY,43249,2026-07-16T14:23:20+00:00,SHA256,0A808A85CC2914584299A809622F53F6F3176DD988CDF77467437626CD2A4D0A
reports/data_fields/gpt_resources/GPT_POWER_POOL_USA_D1_TOP1000_UPLOAD_20260716.zip,GPT_CONTEXT,REVIEW_FOR_CURATED_COPY,298589,2026-07-16T14:44:04+00:00,SHA256,6BF0D3AC53219D220715F4CDB77CF73A9701B1088BEF9F609ADC6D2688332E8F
reports/data_fields/gpt_resources/README.md,GPT_CONTEXT,REVIEW_FOR_CURATED_COPY,932,2026-07-17T05:00:04+00:00,SHA256,A0A807DED046E25E5E359CECD2EAD6476FFCEC635EA0137A394BADD317AD5310
reports/data_fields/gpt_resources/resource_manifest.json,GPT_CONTEXT,REVIEW_FOR_CURATED_COPY,844,2026-07-17T05:00:04+00:00,SHA256,76AD130D1DA686D1A53F804184C7FA159DF4D70584942CF8F4BEBCE433E5EC25
factor_sources.example.json,RELATED_RESOURCE,INDEX_ONLY,431,2026-04-30T15:25:16+00:00,SKIPPED_INDEX_ONLY,
factor_sources.json,RELATED_RESOURCE,INDEX_ONLY,20,2026-05-03T04:49:36+00:00,SKIPPED_INDEX_ONLY,
reports/FULL_RESEARCH_PACK_P0_ASSETS_20260716.md,RELATED_RESOURCE,INDEX_ONLY,5683,2026-07-16T01:01:06+00:00,SKIPPED_INDEX_ONLY,
reports/FULL_RESEARCH_PACK_VALIDATION_20260713.md,RELATED_RESOURCE,INDEX_ONLY,3103,2026-07-13T02:15:00+00:00,SKIPPED_INDEX_ONLY,
reports/data_fields/all_scopes/variants/ai_factor_transfer__fc20.csv,RELATED_RESOURCE,INDEX_ONLY,13627,2026-07-17T05:15:44+00:00,SKIPPED_INDEX_ONLY,
reports/data_fields/index/fields_by_dataset/ai_factor_transfer.csv,RELATED_RESOURCE,INDEX_ONLY,8024,2026-07-17T04:20:24+00:00,SKIPPED_INDEX_ONLY,
reports/data_fields/index/fields_by_dataset/analyst_factor_signals.csv,RELATED_RESOURCE,INDEX_ONLY,411316,2026-07-17T04:20:24+00:00,SKIPPED_INDEX_ONLY,
reports/data_fields/index/fields_by_dataset/ml_factor_proj.csv,RELATED_RESOURCE,INDEX_ONLY,528548,2026-07-17T04:20:26+00:00,SKIPPED_INDEX_ONLY,
reports/data_fields/index/fields_by_dataset/multifactor_return_pred.csv,RELATED_RESOURCE,INDEX_ONLY,329064,2026-07-17T04:20:26+00:00,SKIPPED_INDEX_ONLY,
reports/data_fields/index/fields_by_dataset/quant_factor_lib.csv,RELATED_RESOURCE,INDEX_ONLY,109592,2026-07-17T04:20:28+00:00,SKIPPED_INDEX_ONLY,
reports/data_fields/index/fields_by_dataset/workforce_flow_skills.csv,RELATED_RESOURCE,INDEX_ONLY,11624,2026-07-17T04:20:28+00:00,SKIPPED_INDEX_ONLY,
reports/pass_finder_probe/pass_candidates_20260630_181154.csv,RELATED_RESOURCE,INDEX_ONLY,324,2026-06-30T10:11:56+00:00,SKIPPED_INDEX_ONLY,
reports/pass_finder_probe/pass_candidates_20260630_181154.json,RELATED_RESOURCE,INDEX_ONLY,1612,2026-06-30T10:11:56+00:00,SKIPPED_INDEX_ONLY,
reports/task_reports/TASK_REPORT_research_pack_full_baseline_build_20260529.md,RELATED_RESOURCE,INDEX_ONLY,3748,2026-05-29T10:53:16+00:00,SKIPPED_INDEX_ONLY,
reports/task_reports/TASK_REPORT_research_pack_full_baseline_v1_20260529.md,RELATED_RESOURCE,INDEX_ONLY,6425,2026-05-29T10:24:10+00:00,SKIPPED_INDEX_ONLY,
reports/task_reports/TASK_REPORT_skills_reuse_study_20260531.md,RELATED_RESOURCE,INDEX_ONLY,14418,2026-05-31T15:36:24+00:00,SKIPPED_INDEX_ONLY,
research_center/batch_packages/research_incremental_batch99_stage1_probe_20260710_204915.zip,RELATED_RESOURCE,INDEX_ONLY,10266082,2026-07-10T12:51:18+00:00,SKIPPED_INDEX_ONLY,
docs/workflows/MATERIAL_RESEARCH_QUEUE_WORKFLOW.md,RESEARCH_MATERIAL,REVIEW_FOR_CURATED_COPY,6555,2026-05-17T02:27:12+00:00,SHA256,610525666F695BF2D06DF7FF6E0081F037C24970CD959F4A19FC6D8B0F7A70E4
reports/WQ_AI_WORKFLOW_FORUM_AND_SKILL_REVIEW_20260716.md,RESEARCH_MATERIAL,REVIEW_FOR_CURATED_COPY,27397,2026-07-16T12:24:32+00:00,SHA256,5185302FD55D8BC48B437ACDCB80C5B3AF5B4C111DB692EF602BD1B054D9F7E4
reports/data_fields/index/fields_by_dataset/equity_forum_data.csv,RESEARCH_MATERIAL,REVIEW_FOR_CURATED_COPY,3645,2026-07-17T04:20:24+00:00,SHA256,ACD99BD8C550CD809CCFBCBB9D95ADE9066165DE4F5F417395736A45A3FB800B
reports/data_fields/index/fields_by_dataset/forum_sentiment.csv,RESEARCH_MATERIAL,REVIEW_FOR_CURATED_COPY,6099,2026-07-17T04:20:24+00:00,SHA256,4D4F569D5D2F3D99CA53A62EA7C4ECC3868504D959FEE1439416E47762A8DCC3
reports/templates/WECHAT_OUTPUT_STYLE.md,RESEARCH_MATERIAL,REVIEW_FOR_CURATED_COPY,1674,2026-05-08T15:18:20+00:00,SHA256,281E12595AE7AA37BA11D8931DA8FB10FDA3A087A1B2F94248EADC7B1D032416
reports/templates/WECOM_DISPLAY_RULES.md,RESEARCH_MATERIAL,REVIEW_FOR_CURATED_COPY,4851,2026-05-08T15:16:40+00:00,SHA256,F0BAD38738333DCEB264CA22DB71D0ACB22C5CC99DAA2307812CC38BE634DF37
